identifier,runeName,runeType,runeSlot,availableTypes,availableDragons,rarityIndex,abilities,abilityOperators,abilityTexts,abilityUnits,enhanceValues1,enhanceValues2,enhanceCosts,aura,icon,isTutorialRune,h
Mythic_iceShockSpellDurationModifier5,Mythic Ice Shock,dragon,normal,,,6,spellDurationModifier_iceShock|resistAbilityIncreaseModifierKeyFormat_trebuchet,+|+,Ice Shock Duration|Increase Trebuchet Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05.png,,
Mythic_iceShockSpellDurationModifier5Event,Mythic Ice Shock Glyph,dragon,event,,,6,spellDurationModifier_iceShock|resistAbilityIncreaseModifierKeyFormat_trebuchet,+|+,Ice Shock Duration|Increase Trebuchet Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05_event.png,,
Mythic_iceShockSpellDurationModifier6,Mythic Ice Shock,dragon,normal,,,6,spellDurationModifier_iceShock|resistAbilityIncreaseModifierKeyFormat_storm,+|+,Ice Shock Duration|Increase Storm Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05.png,,
Mythic_iceShockSpellDurationModifier6Event,Mythic Ice Shock Glyph,dragon,event,,,6,spellDurationModifier_iceShock|resistAbilityIncreaseModifierKeyFormat_storm,+|+,Ice Shock Duration|Increase Storm Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05_event.png,,
Mythic_iceShockSpellDurationModifier7,Mythic Ice Shock,dragon,normal,,,6,spellDurationModifier_iceShock|resistAbilityIncreaseModifierKeyFormat_ballista,+|+,Ice Shock Duration|Increase Ballista Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05.png,,
Mythic_iceShockSpellDurationModifier7Event,Mythic Ice Shock Glyph,dragon,event,,,6,spellDurationModifier_iceShock|resistAbilityIncreaseModifierKeyFormat_ballista,+|+,Ice Shock Duration|Increase Ballista Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05_event.png,,
Mythic_invertDurationModifier1,Mythic Reverse Projectiles,dragon,normal,,,6,spellDurationModifier_invertSpell|dragonRageGenerationModifier,+|+,Reverse Projectiles Duration|Rage Generation,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.036|0.042|0.048|0.054|0.054|0.054,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invert_duration_05.png,,
Mythic_invertDurationModifier1Event,Mythic Reverse Projectiles Glyph,dragon,event,,,6,spellDurationModifier_invertSpell|dragonRageGenerationModifier,+|+,Reverse Projectiles Duration|Rage Generation,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.036|0.042|0.048|0.054|0.054|0.054,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invert_duration_05_event.png,,
Mythic_invertDurationModifier2,Mythic Reverse Projectiles,dragon,normal,,,6,spellDurationModifier_invertSpell|chainLightningNumChainsModifier_chainLightning,+|+,Reverse Projectiles Duration|Chain Lightning Chains,s| chains,0.5|0.54|0.58|0.62|0.66|0.7,0|0|0|1|1|1,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invert_duration_05.png,,
Mythic_invertDurationModifier2Event,Mythic Reverse Projectiles Glyph,dragon,event,,,6,spellDurationModifier_invertSpell|chainLightningNumChainsModifier_chainLightning,+|+,Reverse Projectiles Duration|Chain Lightning Chains,s| chains,0.5|0.54|0.58|0.62|0.66|0.7,0|0|0|1|1|1,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invert_duration_05_event.png,,
Mythic_invertDurationModifier3,Mythic Reverse Projectiles,dragon,normal,,,6,spellDurationModifier_invertSpell|spellDamageIncreaseModifier_aoeSpell,+|+,Reverse Projectiles Duration|Fireball Damage,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.096|0.112|0.128|0.144|0.144|0.144,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invert_duration_05.png,,
Mythic_invertDurationModifier3Event,Mythic Reverse Projectiles Glyph,dragon,event,,,6,spellDurationModifier_invertSpell|spellDamageIncreaseModifier_aoeSpell,+|+,Reverse Projectiles Duration|Fireball Damage,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.096|0.112|0.128|0.144|0.144|0.144,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invert_duration_05_event.png,,
Mythic_invertDurationModifier4,Mythic Reverse Projectiles,dragon,normal,,,6,spellDurationModifier_invertSpell|dragonXPGainModifier,+|+,Reverse Projectiles Duration|Experience Gain Increase,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.054|0.063|0.072|0.081|0.081|0.081,312500|476810|733880|1144630|1822080,defenseWhelp,rune_invert_duration_05.png,,
Mythic_invincibleSpellDurationModifier1,Mythic Invincibility,dragon,normal,,,6,spellDurationModifier_invincibleSpell|spellDurationModifier_freezeSpell,+|+,Invincibility Duration|Freeze Duration,s|s,0.5|0.54|0.58|0.62|0.66|0.7,0.24|0.28|0.32|0.36|0.36|0.36,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invincibility_duration_05.png,,
Mythic_invincibleSpellDurationModifier1Event,Mythic Invincibility Glyph,dragon,event,,,6,spellDurationModifier_invincibleSpell|spellDurationModifier_freezeSpell,+|+,Invincibility Duration|Freeze Duration,s|s,0.5|0.54|0.58|0.62|0.66|0.7,0.24|0.28|0.32|0.36|0.36|0.36,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invincibility_duration_05_event.png,,
Mythic_invincibleSpellDurationModifier2,Mythic Invincibility,dragon,normal,,,6,spellDurationModifier_invincibleSpell|resistAbilityIncreaseModifierKeyFormat_lightning,+|+,Invincibility Duration|Increase Lightning Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invincibility_duration_05.png,,
Mythic_invincibleSpellDurationModifier2Event,Mythic Invincibility Glyph,dragon,event,,,6,spellDurationModifier_invincibleSpell|resistAbilityIncreaseModifierKeyFormat_lightning,+|+,Invincibility Duration|Increase Lightning Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invincibility_duration_05_event.png,,
Mythic_invincibleSpellDurationModifier3,Mythic Invincibility,dragon,normal,,,6,spellDurationModifier_invincibleSpell|resistAbilityIncreaseModifierKeyFormat_cannon,+|+,Invincibility Duration|Increase Cannon Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invincibility_duration_05.png,,
Mythic_invincibleSpellDurationModifier3Event,Mythic Invincibility Glyph,dragon,event,,,6,spellDurationModifier_invincibleSpell|resistAbilityIncreaseModifierKeyFormat_cannon,+|+,Invincibility Duration|Increase Cannon Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invincibility_duration_05_event.png,,
Mythic_invincibleSpellDurationModifier4,Mythic Invincibility,dragon,normal,,,6,spellDurationModifier_invincibleSpell|resistAbilityIncreaseModifierKeyFormat_archer,+|+,Invincibility Duration|Increase Archer Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invincibility_duration_05.png,,
Mythic_invincibleSpellDurationModifier4Event,Mythic Invincibility Glyph,dragon,event,,,6,spellDurationModifier_invincibleSpell|resistAbilityIncreaseModifierKeyFormat_archer,+|+,Invincibility Duration|Increase Archer Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invincibility_duration_05_event.png,,
Mythic_invincibleSpellDurationModifier5,Mythic Invincibility,dragon,normal,,,6,spellDurationModifier_invincibleSpell|resistAbilityIncreaseModifierKeyFormat_trebuchet,+|+,Invincibility Duration|Increase Trebuchet Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invincibility_duration_05.png,,
Mythic_invincibleSpellDurationModifier5Event,Mythic Invincibility Glyph,dragon,event,,,6,spellDurationModifier_invincibleSpell|resistAbilityIncreaseModifierKeyFormat_trebuchet,+|+,Invincibility Duration|Increase Trebuchet Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invincibility_duration_05_event.png,,
Mythic_invincibleSpellDurationModifier6,Mythic Invincibility,dragon,normal,,,6,spellDurationModifier_invincibleSpell|resistAbilityIncreaseModifierKeyFormat_storm,+|+,Invincibility Duration|Increase Storm Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invincibility_duration_05.png,,
Mythic_invincibleSpellDurationModifier6Event,Mythic Invincibility Glyph,dragon,event,,,6,spellDurationModifier_invincibleSpell|resistAbilityIncreaseModifierKeyFormat_storm,+|+,Invincibility Duration|Increase Storm Tower Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invincibility_duration_05_event.png,,
Mythic_invincibleSpellDurationModifier7,Mythic Invincibility,dragon,normal,,,6,spellDurationModifier_invincibleSpell|resistAbilityIncreaseModifierKeyFormat_ballista,+|+,Invincibility Duration|Increase Ballista Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invincibility_duration_05.png,,
Mythic_invincibleSpellDurationModifier7Event,Mythic Invincibility Glyph,dragon,event,,,6,spellDurationModifier_invincibleSpell|resistAbilityIncreaseModifierKeyFormat_ballista,+|+,Invincibility Duration|Increase Ballista Resist,s|%,0.5|0.54|0.58|0.62|0.66|0.7,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_invincibility_duration_05_event.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower1,Mythic Archer Resist,dragon,normal,,,6,resistAbilityIncreaseModifierKeyFormat_archer|spellDurationModifier_invincibleSpell,+|+,Increase Archer Tower Resist|Invincibility Duration,%|s,0.048|0.051|0.055|0.059|0.063|0.067,0.24|0.28|0.32|0.36|0.36|0.36,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower10,Mythic Archer Resist,dragon,normal,,,6,resistAbilityIncreaseModifierKeyFormat_archer|resistAbilityIncreaseModifierKeyFormat_ballista,+|+,Increase Archer Tower Resist|Increase Ballista Resist,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower10Event,Mythic Archer Resist Glyph,dragon,event,,,6,resistAbilityIncreaseModifierKeyFormat_archer|resistAbilityIncreaseModifierKeyFormat_ballista,+|+,Increase Archer Tower Resist|Increase Ballista Resist,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05_event.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower11,Mythic Archer Resist,dragon,normal,,,6,resistAbilityIncreaseModifierKeyFormat_archer|spellHealingIncreaseModifier_healingMark,+|+,Increase Archer Tower Resist|Healing Mark Multiplier,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.42|0.49|0.56|0.63|0.63|0.63,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower11Event,Mythic Archer Resist Glyph,dragon,event,,,6,resistAbilityIncreaseModifierKeyFormat_archer|spellHealingIncreaseModifier_healingMark,+|+,Increase Archer Tower Resist|Healing Mark Multiplier,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.42|0.49|0.56|0.63|0.63|0.63,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05_event.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower1Event,Mythic Archer Resist Glyph,dragon,event,,,6,resistAbilityIncreaseModifierKeyFormat_archer|spellDurationModifier_invincibleSpell,+|+,Increase Archer Tower Resist|Invincibility Duration,%|s,0.048|0.051|0.055|0.059|0.063|0.067,0.24|0.28|0.32|0.36|0.36|0.36,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05_event.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower2,Mythic Archer Resist,dragon,normal,,,6,resistAbilityIncreaseModifierKeyFormat_archer|spellDurationModifier_freezeSpell,+|+,Increase Archer Tower Resist|Freeze Duration,%|s,0.048|0.051|0.055|0.059|0.063|0.067,0.24|0.28|0.32|0.36|0.36|0.36,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower2Event,Mythic Archer Resist Glyph,dragon,event,,,6,resistAbilityIncreaseModifierKeyFormat_archer|spellDurationModifier_freezeSpell,+|+,Increase Archer Tower Resist|Freeze Duration,%|s,0.048|0.051|0.055|0.059|0.063|0.067,0.24|0.28|0.32|0.36|0.36|0.36,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05_event.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower3,Mythic Archer Resist,dragon,normal,,,6,resistAbilityIncreaseModifierKeyFormat_archer|dragonClassAttackModifier_hunter,+|+,Increase Archer Tower Resist|Increase Hunter Attack,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.03|0.034|0.038|0.042|0.046|0.05,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower3Event,Mythic Archer Resist Glyph,dragon,event,,,6,resistAbilityIncreaseModifierKeyFormat_archer|dragonClassAttackModifier_hunter,+|+,Increase Archer Tower Resist|Increase Hunter Attack,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.03|0.034|0.038|0.042|0.046|0.05,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05_event.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower4,Mythic Archer Resist,dragon,normal,,,6,resistAbilityIncreaseModifierKeyFormat_archer|dragonClassAttackModifier_warrior,+|+,Increase Archer Tower Resist|Warrior Attack,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.03|0.034|0.038|0.042|0.046|0.05,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower4Event,Mythic Archer Resist Glyph,dragon,event,,,6,resistAbilityIncreaseModifierKeyFormat_archer|dragonClassAttackModifier_warrior,+|+,Increase Archer Tower Resist|Warrior Attack,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.03|0.034|0.038|0.042|0.046|0.05,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05_event.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower5,Mythic Archer Resist,dragon,normal,,,6,resistAbilityIncreaseModifierKeyFormat_archer|spellDurationModifier_dodge,+|+,Increase Archer Tower Resist|Evasion Duration,%|s,0.048|0.051|0.055|0.059|0.063|0.067,0.24|0.28|0.32|0.36|0.36|0.36,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower5Event,Mythic Archer Resist Glyph,dragon,event,,,6,resistAbilityIncreaseModifierKeyFormat_archer|spellDurationModifier_dodge,+|+,Increase Archer Tower Resist|Evasion Duration,%|s,0.048|0.051|0.055|0.059|0.063|0.067,0.24|0.28|0.32|0.36|0.36|0.36,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05_event.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower6,Mythic Archer Resist,dragon,normal,,,6,resistAbilityIncreaseModifierKeyFormat_archer|resistAbilityIncreaseModifierKeyFormat_lightning,+|+,Increase Archer Tower Resist|Increase Lightning Tower Resist,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower6Event,Mythic Archer Resist Glyph,dragon,event,,,6,resistAbilityIncreaseModifierKeyFormat_archer|resistAbilityIncreaseModifierKeyFormat_lightning,+|+,Increase Archer Tower Resist|Increase Lightning Tower Resist,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05_event.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower7,Mythic Archer Resist,dragon,normal,,,6,resistAbilityIncreaseModifierKeyFormat_archer|resistAbilityIncreaseModifierKeyFormat_cannon,+|+,Increase Archer Tower Resist|Increase Cannon Tower Resist,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower7Event,Mythic Archer Resist Glyph,dragon,event,,,6,resistAbilityIncreaseModifierKeyFormat_archer|resistAbilityIncreaseModifierKeyFormat_cannon,+|+,Increase Archer Tower Resist|Increase Cannon Tower Resist,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05_event.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower8,Mythic Archer Resist,dragon,normal,,,6,resistAbilityIncreaseModifierKeyFormat_archer|resistAbilityIncreaseModifierKeyFormat_trebuchet,+|+,Increase Archer Tower Resist|Increase Trebuchet Resist,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower8Event,Mythic Archer Resist Glyph,dragon,event,,,6,resistAbilityIncreaseModifierKeyFormat_archer|resistAbilityIncreaseModifierKeyFormat_trebuchet,+|+,Increase Archer Tower Resist|Increase Trebuchet Resist,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05_event.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower9,Mythic Archer Resist,dragon,normal,,,6,resistAbilityIncreaseModifierKeyFormat_archer|resistAbilityIncreaseModifierKeyFormat_storm,+|+,Increase Archer Tower Resist|Increase Storm Tower Resist,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_archerTower9Event,Mythic Archer Resist Glyph,dragon,event,,,6,resistAbilityIncreaseModifierKeyFormat_archer|resistAbilityIncreaseModifierKeyFormat_storm,+|+,Increase Archer Tower Resist|Increase Storm Tower Resist,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05_event.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_ballista1,Mythic Poison Resist,dragon,normal,,,6,resistAbilityIncreaseModifierKeyFormat_ballista|spellDurationModifier_invincibleSpell,+|+,Increase Ballista Resist|Invincibility Duration,%|s,0.048|0.051|0.055|0.059|0.063|0.067,0.24|0.28|0.32|0.36|0.36|0.36,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_ballista10,Mythic Poison Resist,dragon,normal,,,6,resistAbilityIncreaseModifierKeyFormat_ballista|resistAbilityIncreaseModifierKeyFormat_storm,+|+,Increase Ballista Resist|Increase Storm Tower Resist,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_ballista10Event,Mythic Poison Resist Glyph,dragon,event,,,6,resistAbilityIncreaseModifierKeyFormat_ballista|resistAbilityIncreaseModifierKeyFormat_storm,+|+,Increase Ballista Resist|Increase Storm Tower Resist,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.023|0.027|0.03|0.034|0.034|0.034,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05_event.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_ballista11,Mythic Poison Resist,dragon,normal,,,6,resistAbilityIncreaseModifierKeyFormat_ballista|spellHealingIncreaseModifier_healingMark,+|+,Increase Ballista Resist|Healing Mark Multiplier,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.42|0.49|0.56|0.63|0.63|0.63,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05.png,,
Mythic_resistAbilityIncreaseModifierKeyFormat_ballista11Event,Mythic Poison Resist Glyph,dragon,event,,,6,resistAbilityIncreaseModifierKeyFormat_ballista|spellHealingIncreaseModifier_healingMark,+|+,Increase Ballista Resist|Healing Mark Multiplier,%|%,0.048|0.051|0.055|0.059|0.063|0.067,0.42|0.49|0.56|0.63|0.63|0.63,313000|477000|734000|1145000|1822000,defenseWhelp,rune_piercing_defense_05_event.png,,
