identifier,possibleOutcomeDistribution,h
deck2118,T4C2HUdragon:25|T4C2SEdragon:5|T4C3SUdragon:1|T5C2SEdragon:4|T5C2SUdragon:3|T5C1HEdragon:3,
deck2119,T4C3SIdragon:28|T5C1HIdragon:4|T5C2SEdragon:4|T5C1HEdragon:3|T5C3SIdragon:3,
deck2120,T4C3SUdragon:28|T5C2SEdragon:4|T5C2SUdragon:3|T5C1HEdragon:3|T5C3HUdragon:3,
deck2121,T4C3WEdragon:24|T4C3WFdragon:4|T5C1SFdragon:4|T5C2SEdragon:4|T5C3WEdragon:3|T5C3WFdragon:3,
deck2122,T5C2SEdragon:37|T5C3SDdragon:3,
deck2123,T5C2SEdragon:4,
deck2124,T4C3WEdragon:28|T5C2SEdragon:4|T5C1WDdragon:3|T5C3SDdragon:3|T5C3WEdragon:3,
deck2125,T4C3SIdragon:34|T5C2SEdragon:4|T5C3SIdragon:3,
deck2126,T5C1SFdragon:31|T5C2SEdragon:4|T5C3HFdragon:3|T5C1HEdragon:3,
deck2127,T5C2SEdragon:26|T5C2WIdragon:3|T5C3SIdragon:3|T5C3WEdragon:3|T6C1WIdragon:3|T6C1SIdragon:3,
deck2128,T5C2SEdragon:4,
deck2129,T5C1SFdragon:25|T5C2SEdragon:4|T5C3HFdragon:3|T5C1HEdragon:3|T6C1SFdragon:3|T6C1HEdragon:3,
deck2130,T5C2SEdragon:29|T5C1HEdragon:3|T5C2HDdragon:3|T5C3SDdragon:3|T6C1HEdragon:3,
deck2131,T5C2SEdragon:37|T5C3WEdragon:3,
deck2132,T5C1SFdragon:34|T5C2SEdragon:4|T6C1SFdragon:3,
deck2133,T5C2SEdragon:34|T5C3SIdragon:3|T6C1SIdragon:3,
deck2134,T5C2SEdragon:26|T5C2WIdragon:3|T5C3SIdragon:3|T5C3WEdragon:3|T6C1WIdragon:3|T6C1SIdragon:3,
deck2135,T5C2SEdragon:29|T5C1HEdragon:3|T5C2HDdragon:3|T5C3SDdragon:3|T6C1HEdragon:3,
deck2136,T3C1WUdragon:25|T3C3HFdragon:3|T3C2HUdragon:2|T3C2WFdragon:2|T4C1HFdragon:4|T4C1WUdragon:5,
deck2137,T3C2HUdragon:38|T3C3SUdragon:2,
deck2138,T3C3HFdragon:34|T3C2HUdragon:2|T4C1HFdragon:4,
deck2139,T3C1WUdragon:27|T3C3WIdragon:3|T3C2HUdragon:2|T3C3HIdragon:2|T4C1HIdragon:1|T4C1WUdragon:5,
deck2140,T3C1HIdragon:35|T3C2HUdragon:2|T3C3HIdragon:2|T4C1HIdragon:1,
deck2141,T3C3HFdragon:25|T3C2HUdragon:2|T3C3SUdragon:2|T4C1HFdragon:4|T4C1SFdragon:4|T4C2HUdragon:4,
deck2142,T3C2HUdragon:33|T3C3HIdragon:2|T4C2HUdragon:4|T4C1HIdragon:1,
deck2143,T3C2HUdragon:32|T4C2HUdragon:4|T4C1WUdragon:5,
deck2144,T3C2HUdragon:32|T3C3SUdragon:2|T4C1SDdragon:3|T4C2HUdragon:4,
deck2145,T3C2HUdragon:33|T4C1HEdragon:4|T4C2HUdragon:4,
deck2146,T3C3HFdragon:31|T3C2HUdragon:2|T4C1HFdragon:4|T4C2HUdragon:4,
deck2147,T3C3WIdragon:26|T3C3HIdragon:2|T4C2HUdragon:4|T4C1HIdragon:1|T4C1WUdragon:5|T4C2WIdragon:2,
deck2148,T3C2SEdragon:24|T3C2HUdragon:2|T3C3SUdragon:2|T4C1HEdragon:4|T4C2HUdragon:4|T4C2SEdragon:5,
deck2149,T3C2HUdragon:36|T4C2HUdragon:4,
deck2150,T3C2HUdragon:28|T4C2HUdragon:4|T4C2WDdragon:4|T4C1WUdragon:5,
deck2151,T3C3HIdragon:28|T3C3SUdragon:2|T4C2HUdragon:4|T4C1HIdragon:1|T4C3SIdragon:5|T4C3SUdragon:1,
deck2152,T3C3HFdragon:25|T4C1HFdragon:4|T4C2HUdragon:4|T4C3WFdragon:4|T4C1WUdragon:5,
deck2153,T4C2HUdragon:35|T4C3HDdragon:5,
deck2154,T3C3SUdragon:35|T4C2HUdragon:4|T4C3SUdragon:1,
deck2155,T4C1HEdragon:28|T4C2HUdragon:4|T4C3WEdragon:4|T4C1WUdragon:5,
deck2156,T4C2HUdragon:35|T4C1WUdragon:5,
deck2157,T4C1HEdragon:36|T4C2HUdragon:4,
deck2158,T4C2HUdragon:27|T4C2WDdragon:4|T4C1WUdragon:5|T4C3HDdragon:5,
deck2159,T3C3HFdragon:27|T3C3SUdragon:2|T4C1HFdragon:4|T4C1SFdragon:4|T4C2HUdragon:4|T4C3SUdragon:1,
deck2160,T3C3HIdragon:35|T4C2HUdragon:4|T4C1HIdragon:1,
deck2161,T4C1HEdragon:28|T4C2HUdragon:4|T4C2SEdragon:5|T4C3SUdragon:1|T5C1HEdragon:3,
deck2162,T4C2HUdragon:35|T4C3HDdragon:5,
deck2163,T4C2HUdragon:25|T4C1HIdragon:1|T4C1WUdragon:5|T4C2WIdragon:2|T5C1HIdragon:4|T5C1WUdragon:4,
deck2164,T4C2HUdragon:39|T4C3SUdragon:1,
deck2165,T4C1HFdragon:36|T4C2HUdragon:4,
deck2166,T4C1HFdragon:25|T4C2HUdragon:4|T4C3WFdragon:4|T4C1WUdragon:5|T5C1WUdragon:4,
deck2167,T4C1SDdragon:31|T4C2HUdragon:4|T4C3HDdragon:5|T4C3SUdragon:1,
deck2168,T4C2HUdragon:4,
deck2169,T4C1HEdragon:22|T4C2HUdragon:4|T4C3WEdragon:4|T4C1WUdragon:5|T5C1WUdragon:4|T5C1HEdragon:3,
deck2170,T4C2HUdragon:29|T4C1HIdragon:1|T4C3SIdragon:5|T4C3SUdragon:1|T5C1HIdragon:4,
deck2171,T4C2HUdragon:28|T4C3SIdragon:5|T4C3SUdragon:1|T5C1HIdragon:4|T5C2SUdragon:3,
deck2172,T4C2HUdragon:33|T4C3WFdragon:4|T5C1WUdragon:4,
deck2173,T4C2HUdragon:37|T5C1HEdragon:3,
deck2174,T4C2HUdragon:23|T4C2WDdragon:4|T4C3HDdragon:5|T5C1WUdragon:4|T5C1WDdragon:3|T5C2HDdragon:3,
deck2175,T4C2HUdragon:28|T4C2WIdragon:2|T5C1HIdragon:4|T5C1WUdragon:4|T5C2WIdragon:3,
deck2176,T4C2HUdragon:33|T4C3SUdragon:1|T5C1SFdragon:4|T5C2SUdragon:3,
deck2177,T4C2HUdragon:4,
deck2178,T5C1HIdragon:37|T5C3HUdragon:3,
deck2179,T5C3HUdragon:4,
deck2180,T4C3WFdragon:28|T5C1WUdragon:4|T5C3HFdragon:3|T5C3HUdragon:3|T5C3WFdragon:3,
deck2181,T4C3HDdragon:28|T4C3SUdragon:1|T5C2SUdragon:3|T5C2HDdragon:3|T5C3HUdragon:3|T5C3SDdragon:3,
deck2182,T4C3SUdragon:28|T5C2SEdragon:4|T5C2SUdragon:3|T5C1HEdragon:3|T5C3HUdragon:3,
deck2183,T4C3HDdragon:28|T5C1WUdragon:4|T5C1WDdragon:3|T5C2HDdragon:3|T5C3HUdragon:3,
deck2184,T4C3SIdragon:27|T4C3SUdragon:1|T5C1HIdragon:4|T5C2SUdragon:3|T5C3HUdragon:3|T5C3SIdragon:3,
deck2185,T5C3HFdragon:37|T5C3HUdragon:3,
deck2186,T5C1HIdragon:28|T5C1WUdragon:4|T5C2WIdragon:3|T5C3HUdragon:3|T6C1WIdragon:3,
deck2187,T5C2SEdragon:28|T5C2SUdragon:3|T5C1HEdragon:3|T5C3HUdragon:3|T6C1HEdragon:3,
deck2188,T5C3HFdragon:37|T5C3HUdragon:3,
deck2189,T5C2HDdragon:37|T5C3HUdragon:3,
deck2190,T5C1WUdragon:29|T5C1HEdragon:3|T5C3HUdragon:3|T5C3WEdragon:3|T6C1HEdragon:3,
deck2191,T5C1SFdragon:29|T5C2SUdragon:3|T5C3HFdragon:3|T5C3HUdragon:3|T6C1SFdragon:3,
deck2192,T5C1HIdragon:28|T5C2SUdragon:3|T5C3HUdragon:3|T5C3SIdragon:3|T6C1SIdragon:3,
deck2193,T5C1HIdragon:28|T5C1WUdragon:4|T5C2WIdragon:3|T5C3HUdragon:3|T6C1WIdragon:3,
deck2194,T5C2HDdragon:37|T5C3HUdragon:3,
deck2195,T3C1SFdragon:25|T3C1WUdragon:3|T3C2WFdragon:2|T3C3SUdragon:2|T4C1SFdragon:4|T4C1WUdragon:5,
deck2196,T3C3HFdragon:34|T3C2WFdragon:2|T4C1HFdragon:4,
deck2197,T3C3WIdragon:38|T3C2WFdragon:2,
deck2198,T3C3HFdragon:29|T3C3WIdragon:3|T3C3HIdragon:2|T3C2WFdragon:2|T4C1HFdragon:4|T4C1HIdragon:1,
deck2199,T3C2WFdragon:36|T4C1SFdragon:4,
deck2200,T3C3HFdragon:28|T3C3WIdragon:3|T3C3HIdragon:2|T4C1HFdragon:4|T4C1HIdragon:1|T4C2WIdragon:2,
deck2201,T3C2WFdragon:35|T4C1WUdragon:5,
deck2202,T3C2WFdragon:30|T4C1SDdragon:3|T4C1SFdragon:4|T4C2WDdragon:4,
deck2203,T3C3HFdragon:31|T3C2WFdragon:2|T4C1HFdragon:4|T4C1HEdragon:4,
deck2204,T3C3HFdragon:34|T3C2WFdragon:2|T4C1HFdragon:4,
deck2205,T3C3WIdragon:36|T3C2WFdragon:2|T4C2WIdragon:2,
deck2206,T3C2SEdragon:30|T3C2WFdragon:2|T4C1SFdragon:4|T4C2SEdragon:5,
deck2207,T3C3HFdragon:24|T3C2HUdragon:2|T3C2WFdragon:2|T4C1HFdragon:4|T4C2HUdragon:4|T4C1WUdragon:5,
deck2208,T3C2WFdragon:36|T4C2WDdragon:4,
deck2209,T3C3WIdragon:26|T4C1SFdragon:4|T4C3WFdragon:4|T4C3SIdragon:5|T4C2WIdragon:2,
deck2210,T4C3WFdragon:4,
deck2211,T3C3HFdragon:25|T4C1HFdragon:4|T4C2WDdragon:4|T4C3WFdragon:4|T4C3HDdragon:5,
deck2212,T3C3SUdragon:27|T4C1SFdragon:4|T4C3WFdragon:4|T4C1WUdragon:5|T4C3SUdragon:1,
deck2213,T4C3WEdragon:36|T4C3WFdragon:4,
deck2214,T4C3WFdragon:35|T4C1WUdragon:5,
deck2215,T3C3HFdragon:26|T4C1HFdragon:4|T4C1HEdragon:4|T4C3WEdragon:4|T4C3WFdragon:4,
deck2216,T4C2WDdragon:36|T4C3WFdragon:4,
deck2217,T4C1SFdragon:36|T4C3WFdragon:4,
deck2218,T3C3HFdragon:27|T3C3HIdragon:2|T4C1HFdragon:4|T4C3WFdragon:4|T4C1HIdragon:1|T4C2WIdragon:2,
deck2219,T4C1SFdragon:25|T4C3WEdragon:4|T4C3WFdragon:4|T4C2SEdragon:5|T5C1SFdragon:4,
deck2220,T4C1HFdragon:25|T4C2WDdragon:4|T4C3WFdragon:4|T4C3HDdragon:5|T5C1WDdragon:3,
deck2221,T4C3WFdragon:38|T4C2WIdragon:2,
deck2222,T4C1SFdragon:24|T4C3WFdragon:4|T4C1WUdragon:5|T4C3SUdragon:1|T5C1SFdragon:4|T5C1WUdragon:4,
deck2223,T4C1HFdragon:36|T4C3WFdragon:4,
deck2224,T4C3WFdragon:4,
deck2225,T4C1SDdragon:23|T4C1SFdragon:4|T4C2WDdragon:4|T4C3WFdragon:4|T5C1SFdragon:4|T5C1WDdragon:3,
deck2226,T4C1HFdragon:25|T4C2HUdragon:4|T4C3WFdragon:4|T4C1WUdragon:5|T5C1WUdragon:4,
deck2227,T4C3WEdragon:36|T4C3WFdragon:4,
deck2228,T4C1SFdragon:26|T4C3WFdragon:4|T4C3SIdragon:5|T4C2WIdragon:2|T5C1SFdragon:4,
deck2229,T4C3WFdragon:27|T4C3SIdragon:5|T4C2WIdragon:2|T5C1SFdragon:4|T5C2WIdragon:3,
deck2230,T4C3WFdragon:4,
deck2231,T4C3WEdragon:34|T4C3WFdragon:4|T5C1HEdragon:3,
deck2232,T4C2WDdragon:34|T4C3WFdragon:4|T5C1WDdragon:3,
deck2233,T4C3WFdragon:35|T4C2WIdragon:2|T5C2WIdragon:3,
deck2234,T4C3WFdragon:36|T5C1SFdragon:4,
deck2235,T4C2HUdragon:33|T4C3WFdragon:4|T5C1WUdragon:4,
deck2236,T4C3WFdragon:28|T5C1HIdragon:4|T5C2WIdragon:3|T5C3HFdragon:3|T5C3WFdragon:3,
deck2237,T4C3WFdragon:28|T5C1WUdragon:4|T5C3HFdragon:3|T5C3HUdragon:3|T5C3WFdragon:3,
deck2238,T4C3WFdragon:37|T5C3WFdragon:3,
deck2239,T4C3WFdragon:28|T5C1SFdragon:4|T5C1WDdragon:3|T5C3SDdragon:3|T5C3WFdragon:3,
deck2240,T4C3WEdragon:24|T4C3WFdragon:4|T5C1SFdragon:4|T5C2SEdragon:4|T5C3WEdragon:3|T5C3WFdragon:3,
deck2241,T4C3WFdragon:34|T5C1WDdragon:3|T5C3WFdragon:3,
deck2242,T4C3WFdragon:24|T4C3SIdragon:5|T5C1SFdragon:4|T5C2WIdragon:3|T5C3SIdragon:3|T5C3WFdragon:3,
deck2243,T4C3WFdragon:34|T5C3HFdragon:3|T5C3WFdragon:3,
deck2244,T5C2WIdragon:31|T5C3WFdragon:3|T6C1WIdragon:3|T6C1WFdragon:3,
deck2245,T5C1SFdragon:25|T5C2SEdragon:4|T5C3WEdragon:3|T5C3WFdragon:3|T6C1SFdragon:3|T6C1WFdragon:3,
deck2246,T5C3HFdragon:34|T5C3WFdragon:3|T6C1WFdragon:3,
deck2247,T5C1WDdragon:26|T5C3HFdragon:3|T5C2HDdragon:3|T5C3WFdragon:3|T6C1WDdragon:3|T6C1WFdragon:3,
deck2248,T5C3WEdragon:34|T5C3WFdragon:3|T6C1WFdragon:3,
deck2249,T5C1SFdragon:31|T5C3WFdragon:3|T6C1SFdragon:3|T6C1WFdragon:3,
deck2250,T5C3SIdragon:25|T5C3WFdragon:3|T6C1SFdragon:3|T6C1WIdragon:3|T6C1SIdragon:3|T6C1WFdragon:3,
deck2251,T5C2WIdragon:31|T5C3WFdragon:3|T6C1WIdragon:3|T6C1WFdragon:3,
deck2252,T5C1WDdragon:26|T5C3HFdragon:3|T5C2HDdragon:3|T5C3WFdragon:3|T6C1WDdragon:3|T6C1WFdragon:3,
deck2253,T3C3HFdragon:25|T3C2HUdragon:2|T3C3SUdragon:2|T4C1HFdragon:4|T4C1SFdragon:4|T4C2HUdragon:4,
deck2254,T3C3WIdragon:31|T3C3SUdragon:2|T4C1WUdragon:5|T4C2WIdragon:2,
deck2255,T3C2HUdragon:32|T3C3HIdragon:2|T3C3SUdragon:2|T4C2HUdragon:4|T4C1HIdragon:1,
deck2256,T3C3SUdragon:36|T4C1SFdragon:4,
deck2257,T3C2HUdragon:32|T3C3HIdragon:2|T3C3SUdragon:2|T4C2HUdragon:4|T4C1HIdragon:1,
deck2258,T3C3SUdragon:35|T4C1WUdragon:5,
deck2259,T3C3SUdragon:37|T4C1SDdragon:3,
deck2260,T3C2SEdragon:24|T3C2HUdragon:2|T3C3SUdragon:2|T4C1HEdragon:4|T4C2HUdragon:4|T4C2SEdragon:5,
deck2261,T3C3HFdragon:25|T3C2HUdragon:2|T3C3SUdragon:2|T4C1HFdragon:4|T4C1SFdragon:4|T4C2HUdragon:4,
deck2262,T3C3WIdragon:26|T3C3SUdragon:2|T4C1WUdragon:5|T4C3SIdragon:5|T4C2WIdragon:2|T4C3SUdragon:1,
deck2263,T3C3SUdragon:34|T4C2SEdragon:5|T4C3SUdragon:1,
deck2264,T3C3SUdragon:35|T4C2HUdragon:4|T4C3SUdragon:1,
deck2265,T3C3SUdragon:28|T4C1SDdragon:3|T4C2WDdragon:4|T4C1WUdragon:5|T4C3SUdragon:1,
deck2266,T3C3SUdragon:34|T4C3SIdragon:5|T4C3SUdragon:1,
deck2267,T3C3SUdragon:27|T4C1SFdragon:4|T4C3WFdragon:4|T4C1WUdragon:5|T4C3SUdragon:1,
deck2268,T3C3SUdragon:28|T4C1SDdragon:3|T4C2HUdragon:4|T4C3HDdragon:5|T4C3SUdragon:1,
deck2269,T3C3SUdragon:39|T4C3SUdragon:1,
deck2270,T3C3SUdragon:26|T4C3WEdragon:4|T4C1WUdragon:5|T4C2SEdragon:5|T4C3SUdragon:1,
deck2271,T4C1WUdragon:35|T4C3SUdragon:1|T5C1WUdragon:4,
deck2272,T4C1HEdragon:28|T4C2HUdragon:4|T4C2SEdragon:5|T4C3SUdragon:1|T5C1HEdragon:3,
deck2273,T4C1SDdragon:24|T4C2WDdragon:4|T4C1WUdragon:5|T4C3SUdragon:1|T5C1WUdragon:4|T5C1WDdragon:3,
deck2274,T4C1SFdragon:35|T4C3SUdragon:1|T5C1SFdragon:4,
deck2275,T4C2HUdragon:29|T4C1HIdragon:1|T4C3SIdragon:5|T4C3SUdragon:1|T5C1HIdragon:4,
deck2276,T4C2SEdragon:39|T4C3SUdragon:1,
deck2277,T4C1SDdragon:31|T4C2HUdragon:4|T4C3HDdragon:5|T4C3SUdragon:1,
deck2278,T4C1WUdragon:28|T4C3SIdragon:5|T4C2WIdragon:2|T4C3SUdragon:1|T5C1WUdragon:4,
deck2279,T4C3SUdragon:4,
deck2280,T4C2HUdragon:33|T4C3SUdragon:1|T5C1SFdragon:4|T5C2SUdragon:3,
deck2281,T4C3WFdragon:29|T4C3SUdragon:1|T5C1SFdragon:4|T5C1WUdragon:4|T5C2SUdragon:3,
deck2282,T4C3SUdragon:37|T5C2SUdragon:3,
deck2283,T4C2HUdragon:36|T4C3SUdragon:1|T5C2SUdragon:3,
deck2284,T4C3WEdragon:24|T4C2SEdragon:5|T4C3SUdragon:1|T5C1WUdragon:4|T5C2SEdragon:4|T5C2SUdragon:3,
deck2285,T4C3SIdragon:36|T4C3SUdragon:1|T5C2SUdragon:3,
deck2286,T4C3SIdragon:36|T4C3SUdragon:1|T5C2SUdragon:3,
deck2287,T4C3WFdragon:29|T4C3SUdragon:1|T5C1SFdragon:4|T5C1WUdragon:4|T5C2SUdragon:3,
deck2288,T4C2HUdragon:25|T4C2SEdragon:5|T4C3SUdragon:1|T5C2SEdragon:4|T5C2SUdragon:3|T5C1HEdragon:3,
deck2289,T4C2WDdragon:30|T4C3SUdragon:1|T5C1WUdragon:4|T5C1WDdragon:3|T5C2SUdragon:3,
deck2290,T4C3SIdragon:27|T4C2WIdragon:2|T4C3SUdragon:1|T5C1WUdragon:4|T5C2SUdragon:3|T5C2WIdragon:3,
deck2291,T4C3SUdragon:34|T5C1SFdragon:4|T5C2SUdragon:3,
deck2292,T4C3SUdragon:34|T5C2SUdragon:3|T5C3HUdragon:3,
deck2293,T4C3SIdragon:27|T4C3SUdragon:1|T5C1HIdragon:4|T5C2SUdragon:3|T5C3HUdragon:3|T5C3SIdragon:3,
deck2294,T4C3SUdragon:34|T5C2SUdragon:3|T5C3HUdragon:3,
deck2295,T4C3WFdragon:26|T4C3SUdragon:1|T5C1SFdragon:4|T5C1WUdragon:4|T5C2SUdragon:3|T5C3WFdragon:3,
deck2296,T4C3SUdragon:34|T5C2SUdragon:3|T5C3SDdragon:3,
deck2297,T4C3SUdragon:34|T5C2SEdragon:4|T5C2SUdragon:3,
deck2298,T5C1WUdragon:29|T5C1WDdragon:3|T5C2SUdragon:3|T5C3SDdragon:3|T6C1WDdragon:3,
deck2299,T5C2SUdragon:34|T5C3SIdragon:3|T6C1SIdragon:3,
deck2300,T5C1SFdragon:29|T5C2SUdragon:3|T5C3HFdragon:3|T5C3HUdragon:3|T6C1SFdragon:3,
deck2301,T5C1WUdragon:25|T5C2SUdragon:3|T5C2WIdragon:3|T5C3SIdragon:3|T6C1WIdragon:3|T6C1SIdragon:3,
deck2302,T5C2SEdragon:37|T5C2SUdragon:3,
deck2303,T5C1SFdragon:29|T5C2SUdragon:3|T5C3HFdragon:3|T5C3HUdragon:3|T6C1SFdragon:3,
deck2304,T5C2SUdragon:32|T5C2HDdragon:3|T5C3HUdragon:3|T5C3SDdragon:3,
deck2305,T5C2SEdragon:34|T5C2SUdragon:3|T5C3WEdragon:3,
deck2306,T5C2SUdragon:37|T6C1SFdragon:3,
deck2307,T5C2SUdragon:34|T5C3SIdragon:3|T6C1SIdragon:3,
deck2308,T5C2SUdragon:28|T5C2WIdragon:3|T5C3SIdragon:3|T6C1WIdragon:3|T6C1SIdragon:3,
deck2309,T5C2SUdragon:29|T5C2HDdragon:3|T5C3HUdragon:3|T5C3SDdragon:3|T6C2HUdragon:3,
deck2310,T3C3HFdragon:31|T3C3WIdragon:3|T3C3HIdragon:2|T4C1HFdragon:4|T4C1HIdragon:1,
deck2311,T3C3HFdragon:33|T3C3HIdragon:2|T4C1HFdragon:4|T4C1HIdragon:1,
deck2312,T3C3HFdragon:33|T4C1HFdragon:4|T4C1SFdragon:4,
deck2313,T3C3HFdragon:33|T3C3HIdragon:2|T4C1HFdragon:4|T4C1HIdragon:1,
deck2314,T3C3HFdragon:24|T3C2HUdragon:2|T3C2WFdragon:2|T4C1HFdragon:4|T4C2HUdragon:4|T4C1WUdragon:5,
deck2315,T3C3HFdragon:30|T4C1HFdragon:4|T4C1SDdragon:3|T4C1SFdragon:4,
deck2316,T3C3HFdragon:33|T4C1HFdragon:4|T4C1HEdragon:4,
deck2317,T3C3HFdragon:36|T4C1HFdragon:4,
deck2318,T3C3HFdragon:26|T3C3WIdragon:3|T4C1HFdragon:4|T4C3WFdragon:4|T4C1HIdragon:1|T4C2WIdragon:2,
deck2319,T3C3HFdragon:25|T4C1HFdragon:4|T4C1HEdragon:4|T4C1SFdragon:4|T4C2SEdragon:5,
deck2320,T3C3HFdragon:33|T4C1HFdragon:4|T4C2HUdragon:4,
deck2321,T3C3HFdragon:25|T4C1HFdragon:4|T4C2WDdragon:4|T4C3WFdragon:4|T4C3HDdragon:5,
deck2322,T3C3HFdragon:25|T3C3HIdragon:2|T4C1HFdragon:4|T4C1SFdragon:4|T4C1HIdragon:1|T4C3SIdragon:5,
deck2323,T3C3HFdragon:33|T4C1HFdragon:4|T4C3WFdragon:4,
deck2324,T3C3HFdragon:32|T4C1HFdragon:4|T4C3HDdragon:5,
deck2325,T3C3HFdragon:27|T3C3SUdragon:2|T4C1HFdragon:4|T4C1SFdragon:4|T4C2HUdragon:4|T4C3SUdragon:1,
deck2326,T3C3HFdragon:26|T4C1HFdragon:4|T4C1HEdragon:4|T4C3WEdragon:4|T4C3WFdragon:4,
deck2327,T4C1HFdragon:25|T4C2HUdragon:4|T4C3WFdragon:4|T4C1WUdragon:5|T5C1WUdragon:4,
deck2328,T4C1HFdragon:34|T4C1HEdragon:4|T5C1HEdragon:3,
deck2329,T4C1HFdragon:25|T4C2WDdragon:4|T4C3WFdragon:4|T4C3HDdragon:5|T5C1WDdragon:3,
deck2330,T4C1HFdragon:33|T4C1SFdragon:4|T5C1SFdragon:4,
deck2331,T4C1HFdragon:35|T4C1HIdragon:1|T5C1HIdragon:4,
deck2332,T4C1HFdragon:22|T4C1HEdragon:4|T4C1SFdragon:4|T4C2SEdragon:5|T5C1SFdragon:4|T5C1HEdragon:3,
deck2333,T4C1HFdragon:35|T4C3HDdragon:5,
deck2334,T4C1HFdragon:29|T4C3WFdragon:4|T4C1HIdragon:1|T4C2WIdragon:2|T5C1HIdragon:4,
deck2335,T4C1HFdragon:28|T4C1SFdragon:4|T4C2HUdragon:4|T4C3SUdragon:1|T5C1SFdragon:4,
deck2336,T4C3WFdragon:4,
deck2337,T4C3HDdragon:34|T5C1SFdragon:4|T5C2HDdragon:3,
deck2338,T4C2HUdragon:4,
deck2339,T4C3WEdragon:34|T4C3WFdragon:4|T5C1HEdragon:3,
deck2340,T4C3SIdragon:33|T5C1HIdragon:4|T5C1SFdragon:4,
deck2341,T4C3SIdragon:33|T5C1HIdragon:4|T5C1SFdragon:4,
deck2342,T4C3WFdragon:4,
deck2343,T5C1HEdragon:4,
deck2344,T4C2WDdragon:26|T4C3WFdragon:4|T4C3HDdragon:5|T5C1WDdragon:3|T5C2HDdragon:3,
deck2345,T4C3WFdragon:31|T4C2WIdragon:2|T5C1HIdragon:4|T5C2WIdragon:3,
deck2346,T5C1SFdragon:4,
deck2347,T5C3HFdragon:37|T5C3HUdragon:3,
deck2348,T5C1HIdragon:37|T5C3HFdragon:3,
deck2349,T5C3HFdragon:37|T5C3HUdragon:3,
deck2350,T4C3WFdragon:34|T5C3HFdragon:3|T5C3WFdragon:3,
deck2351,T4C3HDdragon:28|T5C1SFdragon:4|T5C3HFdragon:3|T5C2HDdragon:3|T5C3SDdragon:3,
deck2352,T5C1SFdragon:31|T5C2SEdragon:4|T5C3HFdragon:3|T5C1HEdragon:3,
deck2353,T5C1WDdragon:26|T5C3HFdragon:3|T5C2HDdragon:3|T5C3WFdragon:3|T6C1WDdragon:3|T6C1WFdragon:3,
deck2354,T5C1HIdragon:25|T5C1SFdragon:4|T5C3HFdragon:3|T5C3SIdragon:3|T6C1SFdragon:3|T6C1SIdragon:3,
deck2355,T5C3HFdragon:4,
deck2356,T5C1HIdragon:25|T5C2WIdragon:3|T5C3HFdragon:3|T5C3WFdragon:3|T6C1WIdragon:3|T6C1WFdragon:3,
deck2357,T5C1SFdragon:25|T5C2SEdragon:4|T5C3HFdragon:3|T5C1HEdragon:3|T6C1SFdragon:3|T6C1HEdragon:3,
deck2358,T5C3HFdragon:4,
deck2359,T5C3HFdragon:37|T5C2HDdragon:3,
deck2360,T5C3HFdragon:28|T5C3WEdragon:3|T5C3WFdragon:3|T6C1HEdragon:3|T6C1WFdragon:3,
deck2361,T5C3HFdragon:37|T6C1SFdragon:3,
deck2362,T5C3HFdragon:31|T5C3SIdragon:3|T6C1SFdragon:3|T6C1SIdragon:3,
deck2363,T5C2WIdragon:28|T5C3HFdragon:3|T5C3WFdragon:3|T6C1WIdragon:3|T6C1WFdragon:3,
deck2364,T5C3HFdragon:37|T5C2HDdragon:3,
deck2365,T3C3WIdragon:35|T3C3HIdragon:2|T4C1HIdragon:1|T4C2WIdragon:2,
deck2366,T3C3WIdragon:29|T3C2WFdragon:2|T4C1SDdragon:3|T4C1SFdragon:4|T4C2WIdragon:2,
deck2367,T3C3WIdragon:35|T3C3HIdragon:2|T4C1HIdragon:1|T4C2WIdragon:2,
deck2368,T3C3WIdragon:33|T4C1WUdragon:5|T4C2WIdragon:2,
deck2369,T3C3WIdragon:31|T4C1SDdragon:3|T4C2WDdragon:4|T4C2WIdragon:2,
deck2370,T3C3WIdragon:31|T3C3HIdragon:2|T4C1HEdragon:4|T4C1HIdragon:1|T4C2WIdragon:2,
deck2371,T3C3HFdragon:28|T3C3WIdragon:3|T3C3HIdragon:2|T4C1HFdragon:4|T4C1HIdragon:1|T4C2WIdragon:2,
deck2372,T3C3WIdragon:38|T4C2WIdragon:2,
deck2373,T3C3WIdragon:25|T4C3WEdragon:4|T4C2SEdragon:5|T4C3SIdragon:5|T4C2WIdragon:2,
deck2374,T3C3WIdragon:26|T3C3HIdragon:2|T4C2HUdragon:4|T4C1HIdragon:1|T4C1WUdragon:5|T4C2WIdragon:2,
deck2375,T3C3WIdragon:34|T4C2WDdragon:4|T4C2WIdragon:2,
deck2376,T3C3WIdragon:33|T4C3SIdragon:5|T4C2WIdragon:2,
deck2377,T3C3WIdragon:34|T4C3WFdragon:4|T4C2WIdragon:2,
deck2378,T3C3WIdragon:26|T3C3HIdragon:2|T4C2WDdragon:4|T4C1HIdragon:1|T4C3HDdragon:5|T4C2WIdragon:2,
deck2379,T3C3WIdragon:26|T3C3SUdragon:2|T4C1WUdragon:5|T4C3SIdragon:5|T4C2WIdragon:2|T4C3SUdragon:1,
deck2380,T3C3WIdragon:34|T4C3WEdragon:4|T4C2WIdragon:2,
deck2381,T4C1WUdragon:34|T4C2WIdragon:2|T5C1WUdragon:4,
