identifier,inBundle,currencies,eggs,eggParents,dragons,breeders,consumables,dragonArmors,runes,eliteAccountTime,riderGear,rankedRewardIdentifier,displayName,iconFilename,isIAPReward,isAdReward,rewardTargets,h
rewardLevel598,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel599,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel600,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel601,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel602,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel603,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel604,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel605,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel606,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel607,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel608,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel609,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel610,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel611,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel612,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel613,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel614,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel615,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel616,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel617,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel618,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel619,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel620,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel621,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel622,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel623,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel624,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel625,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel626,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel627,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel628,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel629,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel630,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel631,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel632,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel633,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel634,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel635,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel636,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel637,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel638,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel639,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel640,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel641,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel642,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel643,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel644,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel645,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel646,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel647,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel648,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel649,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel650,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel651,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel652,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel653,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel654,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel655,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel656,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel657,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel658,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel659,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel660,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel661,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel662,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel663,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel664,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel665,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel666,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel667,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel668,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel669,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel670,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel671,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel672,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel673,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel674,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel675,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel676,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel677,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel678,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel679,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel680,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel681,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel682,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel683,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel684,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel685,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel686,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel687,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel688,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel689,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel690,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel691,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel692,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel693,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel694,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel695,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel696,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel697,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel698,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel699,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel700,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel701,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel702,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel703,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel704,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel705,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel706,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel707,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel708,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel709,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel710,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel711,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel712,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel713,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel714,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel715,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel716,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel717,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel718,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel719,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel720,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel721,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel722,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel723,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel724,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel725,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel726,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel727,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel728,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel729,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel730,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel731,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel732,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel733,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel734,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel735,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel736,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel737,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel738,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel739,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel740,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel741,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel742,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel743,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel744,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel745,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel746,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel747,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel748,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel749,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel750,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel751,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel752,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel753,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel754,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel755,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel756,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel757,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel758,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel759,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel760,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel761,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel762,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel763,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel764,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel765,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel766,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel767,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel768,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel769,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel770,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel771,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel772,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel773,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel774,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel775,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel776,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel777,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel778,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel779,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel780,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel781,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel782,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel783,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel784,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel785,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel786,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel787,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel788,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel789,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel790,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel791,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel792,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel793,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel794,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel795,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel796,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel797,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel798,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel799,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel800,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel801,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel802,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel803,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel804,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel805,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel806,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel807,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel808,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel809,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel810,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel811,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel812,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel813,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel814,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel815,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel816,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel817,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel818,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel819,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel820,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel821,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel822,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel823,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel824,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel825,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel826,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel827,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel828,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel829,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel830,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel831,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel832,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel833,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel834,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel835,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel836,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel837,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel838,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel839,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel840,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel841,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel842,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel843,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel844,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel845,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel846,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel847,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel848,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel849,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel850,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel851,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel852,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel853,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel854,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel855,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel856,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel857,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel858,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel859,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel860,,breedingToken:885|chest2:3|ruby:1770,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel861,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel862,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel863,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
rewardLevel864,,breedingToken:885|ruby:4435,,,,,expediteConsumable4:4,,,,,,,,,,,
