identifier,inBundle,displayName,defaultSceneFile,dragonClass,dragonType,defaultRarity,elementIdentifier,displayDescription,stableHint,defaultDiscoveredImage,undiscoveredImage,defaultIconFilename,iconFilenameLocked,upgradeCSVFileName,fidgets,unlockAchievement,attackStartVal,sellBasePrice,unavailableSpellTypes,showcaseNodeLocation,isAttainable,sortPriority,minDragonLevelForBreeding,minBreedingCaveBuildingLevelToBreed,incubatingTime,incubationAchievementRequirement,incubationBuildingLevelRequirement,defaultMaxLevel,researchMaxLevelIncrease,eggCurrencyType,eggDisplaySceneFile,defaultAttackBoostRange,defaultHPBoostRange,canSell,canUpgrade,canBeSummoned,deathPenaltyPercentage,defaultTierNumber,priorityWithinTier,showInStable,numberOfFragmentsNeeded,isShrineDragon,isGoldDragon,limitedTimeOfferDragonActiveEvent,limitedTimeOfferDragonParentsInfoFile,isEvolveDragon,canPlaceIntoPerch,isUnbreedableDragon,buffEndTime,h
E19Q2DiscountDragon,0,Dreth,drg_seaManta.lvl,sorcerer,Sandskimmer,5,earthElement,"A graceful sand-dwelling dragon, long thought extinct.",Look for the dragon at the breeding grounds,dragon_seaManta_discovered_thumbnail.png,dragon_seaManta_undiscovered_thumbnail.png,dragonThumbnail_seaManta_discovered.png,dragonThumbnail_seaManta_undiscovered.png,E19Q2DiscountDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,219,1,3,82080,,4,60,,empyreanEggCurrency,egg_world3_V1.lvl,0-0,0-0,1,1,0,15,4,220,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E19Q2HunterDragon,0,Scorpa,drg_seaLionfish.lvl,hunter,Font of Venom,5,fireElement,"This drake's venom is so caustic, it can burn through solid steel.",Look for the dragon at the breeding grounds,dragon_seaLionfish_discovered_thumbnail.png,dragon_seaLionfish_undiscovered_thumbnail.png,dragonThumbnail_seaLionfish_discovered.png,dragonThumbnail_seaLionfish_undiscovered.png,E19Q2HunterDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,216,1,3,82080,,4,60,,empyreanEggCurrency,egg_world3_V3.lvl,0-0,0-0,1,1,0,15,4,217,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E19Q2WarriorDragon,0,Chelonoth,drg_seaCoral.lvl,warrior,Coral Behemoth,5,windElement,Wind passing through this dragon's coral-like growths creates a haunting melody,Look for the dragon at the breeding grounds,dragon_seaCoral_discovered_thumbnail.png,dragon_seaCoral_undiscovered_thumbnail.png,dragonThumbnail_seaCoral_discovered.png,dragonThumbnail_seaCoral_undiscovered.png,E19Q2WarriorDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,237,1,3,82080,,4,60,,empyreanEggCurrency,egg_world3_V2.lvl,0-0,0-0,1,1,0,15,4,228,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E19Q2MythicWarriorDragon,0,Meglok,drg_seaCroc.lvl,warrior,The Oceanic Apex,6,earthElement,"A prehistoric beast, and top of the oceanic food chain",Look for the dragon at the breeding grounds,dragon_seaCroc_discovered_thumbnail.png,dragon_seaCroc_undiscovered_thumbnail.png,dragonThumbnail_seaCroc_discovered.png,dragonThumbnail_seaCroc_undiscovered.png,E19Q2MythicWarriorDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,220,1,3,82080,,4,60,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,1,1,0,15,4,221,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E19Q2MythicInvokerDragon,0,Namaka,drg_seaGoddess.lvl,invoker,Goddess of the Tides,6,iceElement,"Sea elves live at the whims of the tides, and revere Namaka above all dragons.",Look for the dragon at the breeding grounds,dragon_seaGoddess_discovered_thumbnail.png,dragon_seaGoddess_undiscovered_thumbnail.png,dragonThumbnail_seaGoddess_discovered.png,dragonThumbnail_seaGoddess_undiscovered.png,E19Q2MythicInvokerDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,240,1,3,82080,,4,60,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,1,1,0,15,4,231,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,0,1,0,
E19Q2FestiveDragon,0,Firefin,drg_seaPuffer.lvl,sorcerer,Fightin' Fugu,5,fireElement,A prickly little fellow with a big attitude!,Look for the dragon at the breeding grounds,dragon_seaPuffer_discovered_thumbnail.png,dragon_seaPuffer_undiscovered_thumbnail.png,dragonThumbnail_seaPuffer_discovered.png,dragonThumbnail_seaPuffer_undiscovered.png,E19Q2FestiveDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,219,1,1,43200,,1,60,,empyreanEggCurrency,egg_world3_V5.lvl,0-0,0-0,1,1,0,15,1,220,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
ShrineInvokerDragon,0,Namaka,drg_seaGoddess.lvl,invoker,Goddess of Tides,6,iceElement,"Sea elves live at the whims of the tides, and revere Namaka above all dragons.",Look for the dragon at the breeding grounds,dragon_seaGoddess_discovered_thumbnail.png,dragon_seaGoddess_undiscovered_thumbnail.png,dragonThumbnail_seaGoddess_discovered.png,dragonThumbnail_seaGoddess_undiscovered.png,ShrineInvokerDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,0,240,1,3,82080,,1,60,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,0,0,0,15,4,231,0,400,1,0,,,0,0,,0,
summonSwarm,0,Swarm,drg_bug_summon.lvl,warrior,Summoned Reef Familiar,0,fireElement,This dragon was summoned.,Look for the dragon at the breeding grounds,,,dragonThumbnail_demon_discovered.png,dragonThumbnail_demon_undiscovered.png,SummonSwarmDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,0,1,2,1,0,,1,75,,redEggCurrency,egg_red_V1.lvl,0-0,0-0,0,0,1,15,1,1,0,48,0,0,,,,0,,0,
T15C3WDdragon,0,Cordys,drg_voidFungal.lvl,warrior,Fungal Horror,5,darkElement,The embodiment of entropy and rot.,Look for the dragon at the breeding grounds,dragon_voidFungus_discovered_thumbnail.png,dragon_voidFungus_undiscovered_thumbnail.png,dragonThumbnail_voidFungus_discovered.png,dragonThumbnail_voidFungus_undiscovered.png,T15C3WDdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,241,12,15,3340465,,15,40,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,1,1,0,15,15,259,1,1400,0,0,,,,1,,0,
T15C3HEdragon,0,Oculex,drg_voidCyclops.lvl,hunter,Cyclopean Drake,5,earthElement,This dragon's foul temperament gives it extreme tunnel vision.,Look for the dragon at the breeding grounds,dragon_voidCyclops_discovered_thumbnail.png,dragon_voidCyclops_undiscovered_thumbnail.png,dragonThumbnail_voidCyclops_discovered.png,dragonThumbnail_voidCyclops_undiscovered.png,T15C3HEdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,242,12,15,3340465,,15,40,,abyssalEggCurrency,egg_abyssal_V2.lvl,0-0,0-0,1,1,0,15,15,260,1,1400,0,0,,,,1,,0,
T15C3SWdragon,0,Orthoptar,drg_voidBug.lvl,sorcerer,Famine Wyrm,5,windElement,"These ravenous beasts arrive in swarms, devouring everything in their path.",Look for the dragon at the breeding grounds,dragon_voidBug_discovered_thumbnail.png,dragon_voidBug_undiscovered_thumbnail.png,dragonThumbnail_voidBug_discovered.png,dragonThumbnail_voidBug_undiscovered.png,T15C3SWdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,243,12,15,3340465,,15,40,,abyssalEggCurrency,egg_abyssal_V3.lvl,0-0,0-0,1,1,0,15,15,261,1,1400,0,0,,,,1,,0,
E19Q3DiscountDragon,0,Hyaku,drg_voidMeteor.lvl,warrior,Meteor Wyrm,5,fireElement,"Born from a living meteor, this dragon rains blazing rocks from its molten wings.",Look for the dragon at the breeding grounds,dragon_voidMeteor_discovered_thumbnail.png,dragon_voidMeteor_undiscovered_thumbnail.png,dragonThumbnail_voidMeteor_discovered.png,dragonThumbnail_voidMeteor_undiscovered.png,E19Q3DiscountDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,241,1,3,82080,,4,60,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,1,1,0,15,4,228,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E19Q3InvokerDragon,0,Sho'groth,drg_voidTentacle.lvl,invoker,Formless Horror,5,darkElement,"A draconic beast of pure shadow, this creature absorbs all light around itself",Look for the dragon at the breeding grounds,dragon_voidTentacle_discovered_thumbnail.png,dragon_voidTentacle_undiscovered_thumbnail.png,dragonThumbnail_voidTentacle_discovered.png,dragonThumbnail_voidTentacle_undiscovered.png,E19Q3InvokerDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,242,1,3,82080,,4,60,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,1,1,0,15,4,231,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,0,1,0,
E19Q3MythicWarriorDragon,0,Gig,drg_voidEye.lvl,warrior,Eye of the Cosmos,6,darkElement,This dragon's acute alien eyesight can spy on targets from orbit,Look for the dragon at the breeding grounds,dragon_voidEye_discovered_thumbnail.png,dragon_voidEye_undiscovered_thumbnail.png,dragonThumbnail_voidEye_discovered.png,dragonThumbnail_voidEye_undiscovered.png,E19Q3MythicWarriorDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,243,1,3,82080,,4,60,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,1,1,0,15,4,228,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E19Q3MythicHunterDragon,0,Narlyth,drg_voidMask.lvl,hunter,The Mask of Madness,6,earthElement,"Master of schemes, a manipulative dragon god from beyond the stars.",Look for the dragon at the breeding grounds,dragon_voidMask_discovered_thumbnail.png,dragon_voidMask_undiscovered_thumbnail.png,dragonThumbnail_voidMask_discovered.png,dragonThumbnail_voidMask_undiscovered.png,E19Q3MythicHunterDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,244,1,3,82080,,4,60,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,1,1,0,15,4,217,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E19Q3HunterDragon,0,Kullecid,drg_voidParasite.lvl,hunter,Void Parasite,5,windElement,A blood-sucking denizen from the darkest depths of the Void.,Look for the dragon at the breeding grounds,dragon_voidParasite_discovered_thumbnail.png,dragon_voidParasite_undiscovered_thumbnail.png,dragonThumbnail_voidParasite_discovered.png,dragonThumbnail_voidParasite_undiscovered.png,E19Q3HunterDragonUpgrades.csv,,downloadDragons,1000,food:101,,0~20~40,1,245,1,3,82080,,4,60,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,1,1,0,15,4,217,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E19Q3FestiveDragon,0,Kathool,drg_cthulhu.lvl,sorcerer,Slumbering One,5,iceElement,"Eternally sleeping in the Void, it warps the dreams of dragons and humans alike.",Look for the dragon at the breeding grounds,dragon_cthulhu_discovered_thumbnail.png,dragon_cthulhu_undiscovered_thumbnail.png,dragonThumbnail_cthulhu_discovered.png,dragonThumbnail_cthulhu_undiscovered.png,E19Q3FestiveDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,246,1,1,43200,,1,60,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,1,1,0,15,1,220,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
T15C3WIdragon,0,Bilge,drg_seaAngler.lvl,warrior,Trench Angler,5,iceElement,"Lurks in a deep, icy sea. Harbors an intense rivalry with Marianas over territory.",Look for the dragon at the breeding grounds,dragon_seaAngler_discovered_thumbnail.png,dragon_seaAngler_undiscovered_thumbnail.png,dragonThumbnail_seaAngler_discovered.png,dragonThumbnail_seaAngler_undiscovered.png,T15C3WIdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,247,12,15,3340465,,15,40,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,1,1,0,15,15,262,1,1400,0,0,,,,1,,0,
T15C3HWdragon,0,Marlis,drg_seaSail.lvl,hunter,Vicious Saildrake,5,windElement,"The sharp fins of Sail-Drakes slice through water, giving them an incredible speed.",Look for the dragon at the breeding grounds,dragon_seaSail_discovered_thumbnail.png,dragon_seaSail_undiscovered_thumbnail.png,dragonThumbnail_seaSail_discovered.png,dragonThumbnail_seaSail_undiscovered.png,T15C3HWdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,248,12,15,3340465,,15,40,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,1,1,0,15,15,260,1,1400,0,0,,,,1,,0,
T15C3SDdragon,0,Daegon,drg_seaEel.lvl,sorcerer,Marsh Prowler,5,darkElement,A scavenging dragon that hides in wetland reeds using its natural camouflage,Look for the dragon at the breeding grounds,dragon_seaEel_discovered_thumbnail.png,dragon_seaEel_undiscovered_thumbnail.png,dragonThumbnail_seaEel_discovered.png,dragonThumbnail_seaEel_undiscovered.png,T15C3SDdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,249,12,15,3340465,,15,40,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,1,1,0,15,15,261,1,1400,0,0,,,,1,,0,
E19Q4DiscountDragon,0,Galgrim,drg_dwarfTwitch.lvl,hunter,"The Conqueror, Reborn",5,darkElement,Once seen as a god in ancient days and now a pit fighter in bloody arenas.,Look for the dragon at the breeding grounds,dragon_dwarfTwitch_discovered_thumbnail.png,dragon_dwarfTwitch_undiscovered_thumbnail.png,dragonThumbnail_dwarfTwitch_discovered.png,dragonThumbnail_dwarfTwitch_undiscovered.png,E19Q4DiscountDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,244,1,3,82080,,4,100,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,1,1,0,15,4,217,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,1583308800,
E19Q4WarriorDragon,0,Gryff,drg_griffin.lvl,warrior,Clan Herald,5,windElement,Its heavy armor and proud demeanor make it an ideal messenger.,Look for the dragon at the breeding grounds,dragon_griffin_discovered_thumbnail.png,dragon_griffin_undiscovered_thumbnail.png,dragonThumbnail_griffin_discovered.png,dragonThumbnail_griffin_undiscovered.png,E19Q4WarriorDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,241,1,3,82080,,4,100,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,1,1,0,15,4,228,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,1583308800,
E19Q4MythicHunterDragon,0,Noctarn,drg_owlSuper.lvl,hunter,Snowfield Owl,6,windElement,"A specialized breed of the Noctua lineage, adapted to harsh winter environments.",Look for the dragon at the breeding grounds,dragon_owlSuper_discovered_thumbnail.png,dragon_owlSuper_undiscovered_thumbnail.png,dragonThumbnail_owlSuper_discovered.png,dragonThumbnail_owlSuper_undiscovered.png,E19Q4MythicHunterDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,244,1,3,82080,,4,100,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,1,1,0,15,4,217,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,1583308800,
E19Q4MythicSorcererDragon,0,Faf'nyr,drg_dwarfGold.lvl,sorcerer,Lord of the Vault,6,fireElement,"A dragon of legendary greed, it sleeps upon a mountain of Dwarven gold.",Look for the dragon at the breeding grounds,dragon_dwarfGold_discovered_thumbnail.png,dragon_dwarfGold_undiscovered_thumbnail.png,dragonThumbnail_dwarfGold_discovered.png,dragonThumbnail_dwarfGold_undiscovered.png,E19Q4MythicSorcererDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,219,1,3,82080,,4,100,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,1,1,0,15,4,220,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,1583308800,
E19Q4HolidayDragon,0,Noelle,drg_xmasFox.lvl,sorcerer,Winter Festival Fox,5,iceElement,"Fox wyrms, like Zenko and Renard, thrive in snowy areas.",Look for the dragon at the breeding grounds,dragon_xmasFox_discovered_thumbnail.png,dragon_xmasFox_undiscovered_thumbnail.png,dragonThumbnail_xmasFox_discovered.png,dragonThumbnail_xmasFox_undiscovered.png,E19Q4HolidayDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,219,1,5,734400,,5,30,,greenEggCurrency,egg_green_V17.lvl,0-0,0-0,1,1,0,15,5,220,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,,1,1,1583308800,
holidayHelper,0,Friend,drg_xmasFox_summon.lvl,warrior,Summoned Holiday Helper,0,fireElement,This dragon was summoned.,Look for the dragon at the breeding grounds,,,dragonThumbnail_demon_discovered.png,dragonThumbnail_demon_undiscovered.png,SummonHolidayHelperDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,0,1,2,1,0,,1,75,,redEggCurrency,egg_red_V1.lvl,0-0,0-0,0,0,1,15,1,1,0,48,0,0,,,,0,,0,
T15C4WFdragon,0,Cerberath,drg_monsterWarrior.lvl,warrior,Underworld Warden,6,fireElement,Guards the gates of the Underworld from those that would plunder it.,Look for the dragon at the breeding grounds,dragon_monsterWarrior_discovered_thumbnail.png,dragon_monsterWarrior_undiscovered_thumbnail.png,dragonThumbnail_monsterWarrior_discovered.png,dragonThumbnail_monsterWarrior_undiscovered.png,T15C4WFDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,250,16,15,3340465,,15,50,,abyssalEggCurrency,egg_abyssal_V1.lvl,0-0,0-0,1,1,0,15,15,262,1,2600,0,0,,,,1,,0,
T15C4HIdragon,0,Medusys,drg_monsterHunter.lvl,hunter,Baleful Gorgon,6,iceElement,A mythical beast whose petrifying gaze has been the doom of many.,Look for the dragon at the breeding grounds,dragon_monsterHunter_discovered_thumbnail.png,dragon_monsterHunter_undiscovered_thumbnail.png,dragonThumbnail_monsterHunter_discovered.png,dragonThumbnail_monsterHunter_undiscovered.png,T15C4HIDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,251,16,15,3340465,,15,50,,abyssalEggCurrency,egg_abyssal_V2.lvl,0-0,0-0,1,1,0,15,15,263,1,2600,0,0,,,,1,,0,
T15C4SDdragon,0,Ladron,drg_monsterSorcerer.lvl,sorcerer,Monstrous Maw,6,darkElement,A hungry mouth that lives to consume.,Look for the dragon at the breeding grounds,dragon_monsterSorcerer_discovered_thumbnail.png,dragon_monsterSorcerer_undiscovered_thumbnail.png,dragonThumbnail_monsterSorcerer_discovered.png,dragonThumbnail_monsterSorcerer_undiscovered.png,T15C4SDDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,252,16,15,3340465,,15,50,,abyssalEggCurrency,egg_abyssal_V3.lvl,0-0,0-0,1,1,0,15,15,264,1,2600,0,0,,,,1,,0,!@#egmjobnfefeoiico
