identifier,firstDragonIdentifier,secondDragonIdentifier,possibleRawEggDistribution,goldPossibleRawEggDistribution,eggNumber,h
2322,T3C3HFdragon,T4C3SIdragon,deck2322:1,deck2322:1,1,
2323,T3C3HFdragon,T4C3WFdragon,deck2323:1,deck2323:1,1,
2324,T3C3HFdragon,T4C3HDdragon,deck2324:1,deck2324:1,1,
2325,T3C3HFdragon,T4C3SUdragon,deck2325:1,deck2325:1,1,
2326,T3C3HFdragon,T4C3WEdragon,deck2326:1,deck2326:1,1,
2327,T3C3HFdragon,T5C1WUdragon,deck2327:1,deck2327:1,1,
2328,T3C3HFdragon,T5C1HEdragon,deck2328:1,deck2328:1,1,
2329,T3C3HFdragon,T5C1WDdragon,deck2329:1,deck2329:1,1,
2330,T3C3HFdragon,T5C1SFdragon,deck2330:1,deck2330:1,1,
2331,T3C3HFdragon,T5C1HIdragon,deck2331:1,deck2331:1,1,
2332,T3C3HFdragon,T5C2SEdragon,deck2332:1,deck2332:1,1,
2333,T3C3HFdragon,T5C2HDdragon,deck2333:1,deck2333:1,1,
2334,T3C3HFdragon,T5C2WIdragon,deck2334:1,deck2334:1,1,
2335,T3C3HFdragon,T5C2SUdragon,deck2335:1,deck2335:1,1,
2336,T3C3HFdragon,T5C3WFdragon,deck2336:1,deck2336:1,1,
2337,T3C3HFdragon,T5C3SDdragon,deck2337:1,deck2337:1,1,
2338,T3C3HFdragon,T5C3HUdragon,deck2338:1,deck2338:1,1,
2339,T3C3HFdragon,T5C3WEdragon,deck2339:1,deck2339:1,1,
2340,T3C3HFdragon,T5C3SIdragon,deck2340:1,deck2340:1,1,
2341,T3C3HFdragon,T6C1SIdragon,deck2341:1,deck2341:1,1,
2342,T3C3HFdragon,T6C1WFdragon,deck2342:1,deck2342:1,1,
2343,T3C3HFdragon,T6C1HEdragon,deck2343:1,deck2343:1,1,
2344,T3C3HFdragon,T6C1WDdragon,deck2344:1,deck2344:1,1,
2345,T3C3HFdragon,T6C1WIdragon,deck2345:1,deck2345:1,1,
2346,T3C3HFdragon,T6C1SFdragon,deck2346:1,deck2346:1,1,
2347,T3C3HFdragon,T6C2HUdragon,deck2347:1,deck2347:1,1,
2348,T3C3HFdragon,T6C3HIdragon,deck2348:1,deck2348:1,1,
2349,T3C3HFdragon,T6C3HUdragon,deck2349:1,deck2349:1,1,
2350,T3C3HFdragon,T6C3WFdragon,deck2350:1,deck2350:1,1,
2351,T3C3HFdragon,T6C3SDdragon,deck2351:1,deck2351:1,1,
2352,T3C3HFdragon,T6C3SEdragon,deck2352:1,deck2352:1,1,
2353,T3C3HFdragon,T7C1WDdragon,deck2353:1,deck2353:1,1,
2354,T3C3HFdragon,T7C1SIdragon,deck2354:1,deck2354:1,1,
2355,T3C3HFdragon,T7C1HFdragon,deck2355:1,deck2355:1,1,
2356,T3C3HFdragon,T7C2WIdragon,deck2356:1,deck2356:1,1,
2357,T3C3HFdragon,T7C2SEdragon,deck2357:1,deck2357:1,1,
2358,T3C3HFdragon,T7C2HFdragon,deck2358:1,deck2358:1,1,
2359,T3C3HFdragon,T7C2HDdragon,deck2359:1,deck2359:1,1,
2360,T3C3HFdragon,T7C3WEdragon,deck2360:1,deck2360:1,1,
2361,T3C3HFdragon,T7C3SFdragon,deck2361:1,deck2361:1,1,
2362,T3C3HFdragon,T7C3SIdragon,deck2362:1,deck2362:1,1,
2363,T3C3HFdragon,T7C3WIdragon,deck2363:1,deck2363:1,1,
2364,T3C3HFdragon,T7C3HDdragon,deck2364:1,deck2364:1,1,
2365,T3C3WIdragon,T3C3HIdragon,deck2365:1,deck2365:1,1,
2366,T3C3WIdragon,T4C1SFdragon,deck2366:1,deck2366:1,1,
2367,T3C3WIdragon,T4C1HIdragon,deck2367:1,deck2367:1,1,
2368,T3C3WIdragon,T4C1WUdragon,deck2368:1,deck2368:1,1,
2369,T3C3WIdragon,T4C1SDdragon,deck2369:1,deck2369:1,1,
2370,T3C3WIdragon,T4C1HEdragon,deck2370:1,deck2370:1,1,
2371,T3C3WIdragon,T4C1HFdragon,deck2371:1,deck2371:1,1,
2372,T3C3WIdragon,T4C2WIdragon,deck2372:1,deck2372:1,1,
2373,T3C3WIdragon,T4C2SEdragon,deck2373:1,deck2373:1,1,
2374,T3C3WIdragon,T4C2HUdragon,deck2374:1,deck2374:1,1,
2375,T3C3WIdragon,T4C2WDdragon,deck2375:1,deck2375:1,1,
2376,T3C3WIdragon,T4C3SIdragon,deck2376:1,deck2376:1,1,
2377,T3C3WIdragon,T4C3WFdragon,deck2377:1,deck2377:1,1,
2378,T3C3WIdragon,T4C3HDdragon,deck2378:1,deck2378:1,1,
2379,T3C3WIdragon,T4C3SUdragon,deck2379:1,deck2379:1,1,
2380,T3C3WIdragon,T4C3WEdragon,deck2380:1,deck2380:1,1,
2381,T3C3WIdragon,T5C1WUdragon,deck2381:1,deck2381:1,1,
2382,T3C3WIdragon,T5C1HEdragon,deck2382:1,deck2382:1,1,
2383,T3C3WIdragon,T5C1WDdragon,deck2383:1,deck2383:1,1,
2384,T3C3WIdragon,T5C1SFdragon,deck2384:1,deck2384:1,1,
2385,T3C3WIdragon,T5C1HIdragon,deck2385:1,deck2385:1,1,
2386,T3C3WIdragon,T5C2SEdragon,deck2386:1,deck2386:1,1,
2387,T3C3WIdragon,T5C2HDdragon,deck2387:1,deck2387:1,1,
2388,T3C3WIdragon,T5C2WIdragon,deck2388:1,deck2388:1,1,
2389,T3C3WIdragon,T5C2SUdragon,deck2389:1,deck2389:1,1,
2390,T3C3WIdragon,T5C3HFdragon,deck2390:1,deck2390:1,1,
2391,T3C3WIdragon,T5C3WFdragon,deck2391:1,deck2391:1,1,
2392,T3C3WIdragon,T5C3SDdragon,deck2392:1,deck2392:1,1,
2393,T3C3WIdragon,T5C3HUdragon,deck2393:1,deck2393:1,1,
2394,T3C3WIdragon,T5C3WEdragon,deck2394:1,deck2394:1,1,
2395,T3C3WIdragon,T5C3SIdragon,deck2395:1,deck2395:1,1,
2396,T3C3WIdragon,T6C1SIdragon,deck2396:1,deck2396:1,1,
2397,T3C3WIdragon,T6C1WFdragon,deck2397:1,deck2397:1,1,
2398,T3C3WIdragon,T6C1HEdragon,deck2398:1,deck2398:1,1,
2399,T3C3WIdragon,T6C1WDdragon,deck2399:1,deck2399:1,1,
2400,T3C3WIdragon,T6C1WIdragon,deck2400:1,deck2400:1,1,
2401,T3C3WIdragon,T6C1SFdragon,deck2401:1,deck2401:1,1,
2402,T3C3WIdragon,T6C2HUdragon,deck2402:1,deck2402:1,1,
2403,T3C3WIdragon,T6C3HIdragon,deck2403:1,deck2403:1,1,
2404,T3C3WIdragon,T6C3HUdragon,deck2404:1,deck2404:1,1,
2405,T3C3WIdragon,T6C3WFdragon,deck2405:1,deck2405:1,1,
2406,T3C3WIdragon,T6C3SDdragon,deck2406:1,deck2406:1,1,
2407,T3C3WIdragon,T6C3SEdragon,deck2407:1,deck2407:1,1,
2408,T3C3WIdragon,T7C1WDdragon,deck2408:1,deck2408:1,1,
2409,T3C3WIdragon,T7C1SIdragon,deck2409:1,deck2409:1,1,
2410,T3C3WIdragon,T7C1HFdragon,deck2410:1,deck2410:1,1,
2411,T3C3WIdragon,T7C2WIdragon,deck2411:1,deck2411:1,1,
2412,T3C3WIdragon,T7C2SEdragon,deck2412:1,deck2412:1,1,
2413,T3C3WIdragon,T7C2HFdragon,deck2413:1,deck2413:1,1,
2414,T3C3WIdragon,T7C2HDdragon,deck2414:1,deck2414:1,1,
2415,T3C3WIdragon,T7C3WEdragon,deck2415:1,deck2415:1,1,
2416,T3C3WIdragon,T7C3SFdragon,deck2416:1,deck2416:1,1,
2417,T3C3WIdragon,T7C3SIdragon,deck2417:1,deck2417:1,1,
2418,T3C3WIdragon,T7C3WIdragon,deck2418:1,deck2418:1,1,
2419,T3C3WIdragon,T7C3HDdragon,deck2419:1,deck2419:1,1,
2420,T3C3HIdragon,T4C1SFdragon,deck2420:1,deck2420:1,1,
2421,T3C3HIdragon,T4C1HIdragon,deck2421:1,deck2421:1,1,
2422,T3C3HIdragon,T4C1WUdragon,deck2422:1,deck2422:1,1,
2423,T3C3HIdragon,T4C1SDdragon,deck2423:1,deck2423:1,1,
2424,T3C3HIdragon,T4C1HEdragon,deck2424:1,deck2424:1,1,
2425,T3C3HIdragon,T4C1HFdragon,deck2425:1,deck2425:1,1,
2426,T3C3HIdragon,T4C2WIdragon,deck2426:1,deck2426:1,1,
2427,T3C3HIdragon,T4C2SEdragon,deck2427:1,deck2427:1,1,
2428,T3C3HIdragon,T4C2HUdragon,deck2428:1,deck2428:1,1,
2429,T3C3HIdragon,T4C2WDdragon,deck2429:1,deck2429:1,1,
2430,T3C3HIdragon,T4C3SIdragon,deck2430:1,deck2430:1,1,
2431,T3C3HIdragon,T4C3WFdragon,deck2431:1,deck2431:1,1,
2432,T3C3HIdragon,T4C3HDdragon,deck2432:1,deck2432:1,1,
2433,T3C3HIdragon,T4C3SUdragon,deck2433:1,deck2433:1,1,
2434,T3C3HIdragon,T4C3WEdragon,deck2434:1,deck2434:1,1,
2435,T3C3HIdragon,T5C1WUdragon,deck2435:1,deck2435:1,1,
2436,T3C3HIdragon,T5C1HEdragon,deck2436:1,deck2436:1,1,
2437,T3C3HIdragon,T5C1WDdragon,deck2437:1,deck2437:1,1,
2438,T3C3HIdragon,T5C1SFdragon,deck2438:1,deck2438:1,1,
2439,T3C3HIdragon,T5C1HIdragon,deck2439:1,deck2439:1,1,
2440,T3C3HIdragon,T5C2SEdragon,deck2440:1,deck2440:1,1,
2441,T3C3HIdragon,T5C2HDdragon,deck2441:1,deck2441:1,1,
2442,T3C3HIdragon,T5C2WIdragon,deck2442:1,deck2442:1,1,
2443,T3C3HIdragon,T5C2SUdragon,deck2443:1,deck2443:1,1,
2444,T3C3HIdragon,T5C3HFdragon,deck2444:1,deck2444:1,1,
2445,T3C3HIdragon,T5C3WFdragon,deck2445:1,deck2445:1,1,
2446,T3C3HIdragon,T5C3SDdragon,deck2446:1,deck2446:1,1,
2447,T3C3HIdragon,T5C3HUdragon,deck2447:1,deck2447:1,1,
2448,T3C3HIdragon,T5C3WEdragon,deck2448:1,deck2448:1,1,
2449,T3C3HIdragon,T5C3SIdragon,deck2449:1,deck2449:1,1,
2450,T3C3HIdragon,T6C1SIdragon,deck2450:1,deck2450:1,1,
2451,T3C3HIdragon,T6C1WFdragon,deck2451:1,deck2451:1,1,
2452,T3C3HIdragon,T6C1HEdragon,deck2452:1,deck2452:1,1,
2453,T3C3HIdragon,T6C1WDdragon,deck2453:1,deck2453:1,1,
2454,T3C3HIdragon,T6C1WIdragon,deck2454:1,deck2454:1,1,
2455,T3C3HIdragon,T6C1SFdragon,deck2455:1,deck2455:1,1,
2456,T3C3HIdragon,T6C2HUdragon,deck2456:1,deck2456:1,1,
2457,T3C3HIdragon,T6C3HIdragon,deck2457:1,deck2457:1,1,
2458,T3C3HIdragon,T6C3HUdragon,deck2458:1,deck2458:1,1,
2459,T3C3HIdragon,T6C3WFdragon,deck2459:1,deck2459:1,1,
2460,T3C3HIdragon,T6C3SDdragon,deck2460:1,deck2460:1,1,
2461,T3C3HIdragon,T6C3SEdragon,deck2461:1,deck2461:1,1,
2462,T3C3HIdragon,T7C1WDdragon,deck2462:1,deck2462:1,1,
2463,T3C3HIdragon,T7C1SIdragon,deck2463:1,deck2463:1,1,
2464,T3C3HIdragon,T7C1HFdragon,deck2464:1,deck2464:1,1,
2465,T3C3HIdragon,T7C2WIdragon,deck2465:1,deck2465:1,1,
2466,T3C3HIdragon,T7C2SEdragon,deck2466:1,deck2466:1,1,
2467,T3C3HIdragon,T7C2HFdragon,deck2467:1,deck2467:1,1,
2468,T3C3HIdragon,T7C2HDdragon,deck2468:1,deck2468:1,1,
2469,T3C3HIdragon,T7C3WEdragon,deck2469:1,deck2469:1,1,
2470,T3C3HIdragon,T7C3SFdragon,deck2470:1,deck2470:1,1,
2471,T3C3HIdragon,T7C3SIdragon,deck2471:1,deck2471:1,1,
2472,T3C3HIdragon,T7C3WIdragon,deck2472:1,deck2472:1,1,
2473,T3C3HIdragon,T7C3HDdragon,deck2473:1,deck2473:1,1,
2474,T4C1SFdragon,T4C1HIdragon,deck2474:1,deck2474:1,1,
2475,T4C1SFdragon,T4C1WUdragon,deck2475:1,deck2475:1,1,
2476,T4C1SFdragon,T4C1SDdragon,deck2476:1,deck2476:1,1,
2477,T4C1SFdragon,T4C1HEdragon,deck2477:1,deck2477:1,1,
2478,T4C1SFdragon,T4C1HFdragon,deck2478:1,deck2478:1,1,
2479,T4C1SFdragon,T4C2WIdragon,deck2479:1,deck2479:1,1,
2480,T4C1SFdragon,T4C2SEdragon,deck2480:1,deck2480:1,1,
2481,T4C1SFdragon,T4C2HUdragon,deck2481:1,deck2481:1,1,
2482,T4C1SFdragon,T4C2WDdragon,deck2482:1,deck2482:1,1,
2483,T4C1SFdragon,T4C3SIdragon,deck2483:1,deck2483:1,1,
2484,T4C1SFdragon,T4C3WFdragon,deck2484:1,deck2484:1,1,
2485,T4C1SFdragon,T4C3HDdragon,deck2485:1,deck2485:1,1,
2486,T4C1SFdragon,T4C3SUdragon,deck2486:1,deck2486:1,1,
2487,T4C1SFdragon,T4C3WEdragon,deck2487:1,deck2487:1,1,
2488,T4C1SFdragon,T5C1WUdragon,deck2488:1,deck2488:1,1,
2489,T4C1SFdragon,T5C1HEdragon,deck2489:1,deck2489:1,1,
2490,T4C1SFdragon,T5C1WDdragon,deck2490:1,deck2490:1,1,
2491,T4C1SFdragon,T5C1SFdragon,deck2491:1,deck2491:1,1,
2492,T4C1SFdragon,T5C1HIdragon,deck2492:1,deck2492:1,1,
2493,T4C1SFdragon,T5C2SEdragon,deck2493:1,deck2493:1,1,
2494,T4C1SFdragon,T5C2HDdragon,deck2494:1,deck2494:1,1,
2495,T4C1SFdragon,T5C2WIdragon,deck2495:1,deck2495:1,1,
2496,T4C1SFdragon,T5C2SUdragon,deck2496:1,deck2496:1,1,
2497,T4C1SFdragon,T5C3HFdragon,deck2497:1,deck2497:1,1,
2498,T4C1SFdragon,T5C3WFdragon,deck2498:1,deck2498:1,1,
2499,T4C1SFdragon,T5C3SDdragon,deck2499:1,deck2499:1,1,
2500,T4C1SFdragon,T5C3HUdragon,deck2500:1,deck2500:1,1,
2501,T4C1SFdragon,T5C3WEdragon,deck2501:1,deck2501:1,1,
2502,T4C1SFdragon,T5C3SIdragon,deck2502:1,deck2502:1,1,
2503,T4C1SFdragon,T6C1SIdragon,deck2503:1,deck2503:1,1,
2504,T4C1SFdragon,T6C1WFdragon,deck2504:1,deck2504:1,1,
2505,T4C1SFdragon,T6C1HEdragon,deck2505:1,deck2505:1,1,
2506,T4C1SFdragon,T6C1WDdragon,deck2506:1,deck2506:1,1,
2507,T4C1SFdragon,T6C1WIdragon,deck2507:1,deck2507:1,1,
2508,T4C1SFdragon,T6C1SFdragon,deck2508:1,deck2508:1,1,
2509,T4C1SFdragon,T6C2HUdragon,deck2509:1,deck2509:1,1,
2510,T4C1SFdragon,T6C3HIdragon,deck2510:1,deck2510:1,1,
2511,T4C1SFdragon,T6C3HUdragon,deck2511:1,deck2511:1,1,
2512,T4C1SFdragon,T6C3WFdragon,deck2512:1,deck2512:1,1,
2513,T4C1SFdragon,T6C3SDdragon,deck2513:1,deck2513:1,1,
2514,T4C1SFdragon,T6C3SEdragon,deck2514:1,deck2514:1,1,
2515,T4C1SFdragon,T7C1WDdragon,deck2515:1,deck2515:1,1,
2516,T4C1SFdragon,T7C1SIdragon,deck2516:1,deck2516:1,1,
2517,T4C1SFdragon,T7C1HFdragon,deck2517:1,deck2517:1,1,
2518,T4C1SFdragon,T7C2WIdragon,deck2518:1,deck2518:1,1,
2519,T4C1SFdragon,T7C2SEdragon,deck2519:1,deck2519:1,1,
2520,T4C1SFdragon,T7C2HFdragon,deck2520:1,deck2520:1,1,
2521,T4C1SFdragon,T7C2HDdragon,deck2521:1,deck2521:1,1,
2522,T4C1SFdragon,T7C3WEdragon,deck2522:1,deck2522:1,1,
2523,T4C1SFdragon,T7C3SFdragon,deck2523:1,deck2523:1,1,
2524,T4C1SFdragon,T7C3SIdragon,deck2524:1,deck2524:1,1,
2525,T4C1SFdragon,T7C3WIdragon,deck2525:1,deck2525:1,1,
2526,T4C1SFdragon,T7C3HDdragon,deck2526:1,deck2526:1,1,
2527,T4C1HIdragon,T4C1WUdragon,deck2527:1,deck2527:1,1,
2528,T4C1HIdragon,T4C1SDdragon,deck2528:1,deck2528:1,1,
2529,T4C1HIdragon,T4C1HEdragon,deck2529:1,deck2529:1,1,
2530,T4C1HIdragon,T4C1HFdragon,deck2530:1,deck2530:1,1,
2531,T4C1HIdragon,T4C2WIdragon,deck2531:1,deck2531:1,1,
2532,T4C1HIdragon,T4C2SEdragon,deck2532:1,deck2532:1,1,
2533,T4C1HIdragon,T4C2HUdragon,deck2533:1,deck2533:1,1,
2534,T4C1HIdragon,T4C2WDdragon,deck2534:1,deck2534:1,1,
2535,T4C1HIdragon,T4C3SIdragon,deck2535:1,deck2535:1,1,
2536,T4C1HIdragon,T4C3WFdragon,deck2536:1,deck2536:1,1,
2537,T4C1HIdragon,T4C3HDdragon,deck2537:1,deck2537:1,1,
2538,T4C1HIdragon,T4C3SUdragon,deck2538:1,deck2538:1,1,
2539,T4C1HIdragon,T4C3WEdragon,deck2539:1,deck2539:1,1,
2540,T4C1HIdragon,T5C1WUdragon,deck2540:1,deck2540:1,1,
2541,T4C1HIdragon,T5C1HEdragon,deck2541:1,deck2541:1,1,
2542,T4C1HIdragon,T5C1WDdragon,deck2542:1,deck2542:1,1,
2543,T4C1HIdragon,T5C1SFdragon,deck2543:1,deck2543:1,1,
2544,T4C1HIdragon,T5C1HIdragon,deck2544:1,deck2544:1,1,
2545,T4C1HIdragon,T5C2SEdragon,deck2545:1,deck2545:1,1,
2546,T4C1HIdragon,T5C2HDdragon,deck2546:1,deck2546:1,1,
2547,T4C1HIdragon,T5C2WIdragon,deck2547:1,deck2547:1,1,
2548,T4C1HIdragon,T5C2SUdragon,deck2548:1,deck2548:1,1,
2549,T4C1HIdragon,T5C3HFdragon,deck2549:1,deck2549:1,1,
2550,T4C1HIdragon,T5C3WFdragon,deck2550:1,deck2550:1,1,
2551,T4C1HIdragon,T5C3SDdragon,deck2551:1,deck2551:1,1,
2552,T4C1HIdragon,T5C3HUdragon,deck2552:1,deck2552:1,1,
2553,T4C1HIdragon,T5C3WEdragon,deck2553:1,deck2553:1,1,
2554,T4C1HIdragon,T5C3SIdragon,deck2554:1,deck2554:1,1,
2555,T4C1HIdragon,T6C1SIdragon,deck2555:1,deck2555:1,1,
2556,T4C1HIdragon,T6C1WFdragon,deck2556:1,deck2556:1,1,
2557,T4C1HIdragon,T6C1HEdragon,deck2557:1,deck2557:1,1,
2558,T4C1HIdragon,T6C1WDdragon,deck2558:1,deck2558:1,1,
2559,T4C1HIdragon,T6C1WIdragon,deck2559:1,deck2559:1,1,
2560,T4C1HIdragon,T6C1SFdragon,deck2560:1,deck2560:1,1,
2561,T4C1HIdragon,T6C2HUdragon,deck2561:1,deck2561:1,1,
2562,T4C1HIdragon,T6C3HIdragon,deck2562:1,deck2562:1,1,
2563,T4C1HIdragon,T6C3HUdragon,deck2563:1,deck2563:1,1,
2564,T4C1HIdragon,T6C3WFdragon,deck2564:1,deck2564:1,1,
2565,T4C1HIdragon,T6C3SDdragon,deck2565:1,deck2565:1,1,
2566,T4C1HIdragon,T6C3SEdragon,deck2566:1,deck2566:1,1,
2567,T4C1HIdragon,T7C1WDdragon,deck2567:1,deck2567:1,1,
2568,T4C1HIdragon,T7C1SIdragon,deck2568:1,deck2568:1,1,
2569,T4C1HIdragon,T7C1HFdragon,deck2569:1,deck2569:1,1,
2570,T4C1HIdragon,T7C2WIdragon,deck2570:1,deck2570:1,1,
2571,T4C1HIdragon,T7C2SEdragon,deck2571:1,deck2571:1,1,
2572,T4C1HIdragon,T7C2HFdragon,deck2572:1,deck2572:1,1,
2573,T4C1HIdragon,T7C2HDdragon,deck2573:1,deck2573:1,1,
2574,T4C1HIdragon,T7C3WEdragon,deck2574:1,deck2574:1,1,
2575,T4C1HIdragon,T7C3SFdragon,deck2575:1,deck2575:1,1,
2576,T4C1HIdragon,T7C3SIdragon,deck2576:1,deck2576:1,1,
2577,T4C1HIdragon,T7C3WIdragon,deck2577:1,deck2577:1,1,
2578,T4C1HIdragon,T7C3HDdragon,deck2578:1,deck2578:1,1,
2579,T4C1WUdragon,T4C1SDdragon,deck2579:1,deck2579:1,1,
2580,T4C1WUdragon,T4C1HEdragon,deck2580:1,deck2580:1,1,
2581,T4C1WUdragon,T4C1HFdragon,deck2581:1,deck2581:1,1,
2582,T4C1WUdragon,T4C2WIdragon,deck2582:1,deck2582:1,1,
2583,T4C1WUdragon,T4C2SEdragon,deck2583:1,deck2583:1,1,
2584,T4C1WUdragon,T4C2HUdragon,deck2584:1,deck2584:1,1,
2585,T4C1WUdragon,T4C2WDdragon,deck2585:1,deck2585:1,1,
2586,T4C1WUdragon,T4C3SIdragon,deck2586:1,deck2586:1,1,
2587,T4C1WUdragon,T4C3WFdragon,deck2587:1,deck2587:1,1,
2588,T4C1WUdragon,T4C3HDdragon,deck2588:1,deck2588:1,1,
2589,T4C1WUdragon,T4C3SUdragon,deck2589:1,deck2589:1,1,
2590,T4C1WUdragon,T4C3WEdragon,deck2590:1,deck2590:1,1,
2591,T4C1WUdragon,T5C1WUdragon,deck2591:1,deck2591:1,1,
2592,T4C1WUdragon,T5C1HEdragon,deck2592:1,deck2592:1,1,
2593,T4C1WUdragon,T5C1WDdragon,deck2593:1,deck2593:1,1,
2594,T4C1WUdragon,T5C1SFdragon,deck2594:1,deck2594:1,1,
2595,T4C1WUdragon,T5C1HIdragon,deck2595:1,deck2595:1,1,
2596,T4C1WUdragon,T5C2SEdragon,deck2596:1,deck2596:1,1,
2597,T4C1WUdragon,T5C2HDdragon,deck2597:1,deck2597:1,1,
2598,T4C1WUdragon,T5C2WIdragon,deck2598:1,deck2598:1,1,
2599,T4C1WUdragon,T5C2SUdragon,deck2599:1,deck2599:1,1,
2600,T4C1WUdragon,T5C3HFdragon,deck2600:1,deck2600:1,1,
2601,T4C1WUdragon,T5C3WFdragon,deck2601:1,deck2601:1,1,
2602,T4C1WUdragon,T5C3SDdragon,deck2602:1,deck2602:1,1,
2603,T4C1WUdragon,T5C3HUdragon,deck2603:1,deck2603:1,1,
2604,T4C1WUdragon,T5C3WEdragon,deck2604:1,deck2604:1,1,
2605,T4C1WUdragon,T5C3SIdragon,deck2605:1,deck2605:1,1,
2606,T4C1WUdragon,T6C1SIdragon,deck2606:1,deck2606:1,1,
2607,T4C1WUdragon,T6C1WFdragon,deck2607:1,deck2607:1,1,
2608,T4C1WUdragon,T6C1HEdragon,deck2608:1,deck2608:1,1,
2609,T4C1WUdragon,T6C1WDdragon,deck2609:1,deck2609:1,1,
2610,T4C1WUdragon,T6C1WIdragon,deck2610:1,deck2610:1,1,
2611,T4C1WUdragon,T6C1SFdragon,deck2611:1,deck2611:1,1,
2612,T4C1WUdragon,T6C2HUdragon,deck2612:1,deck2612:1,1,
2613,T4C1WUdragon,T6C3HIdragon,deck2613:1,deck2613:1,1,
2614,T4C1WUdragon,T6C3HUdragon,deck2614:1,deck2614:1,1,
2615,T4C1WUdragon,T6C3WFdragon,deck2615:1,deck2615:1,1,
2616,T4C1WUdragon,T6C3SDdragon,deck2616:1,deck2616:1,1,
2617,T4C1WUdragon,T6C3SEdragon,deck2617:1,deck2617:1,1,
2618,T4C1WUdragon,T7C1WDdragon,deck2618:1,deck2618:1,1,
2619,T4C1WUdragon,T7C1SIdragon,deck2619:1,deck2619:1,1,
2620,T4C1WUdragon,T7C1HFdragon,deck2620:1,deck2620:1,1,
2621,T4C1WUdragon,T7C2WIdragon,deck2621:1,deck2621:1,1,
2622,T4C1WUdragon,T7C2SEdragon,deck2622:1,deck2622:1,1,
2623,T4C1WUdragon,T7C2HFdragon,deck2623:1,deck2623:1,1,
2624,T4C1WUdragon,T7C2HDdragon,deck2624:1,deck2624:1,1,
2625,T4C1WUdragon,T7C3WEdragon,deck2625:1,deck2625:1,1,
2626,T4C1WUdragon,T7C3SFdragon,deck2626:1,deck2626:1,1,
2627,T4C1WUdragon,T7C3SIdragon,deck2627:1,deck2627:1,1,
2628,T4C1WUdragon,T7C3WIdragon,deck2628:1,deck2628:1,1,
2629,T4C1WUdragon,T7C3HDdragon,deck2629:1,deck2629:1,1,
2630,T4C1SDdragon,T4C1HEdragon,deck2630:1,deck2630:1,1,
2631,T4C1SDdragon,T4C1HFdragon,deck2631:1,deck2631:1,1,
2632,T4C1SDdragon,T4C2WIdragon,deck2632:1,deck2632:1,1,
2633,T4C1SDdragon,T4C2SEdragon,deck2633:1,deck2633:1,1,
2634,T4C1SDdragon,T4C2HUdragon,deck2634:1,deck2634:1,1,
2635,T4C1SDdragon,T4C2WDdragon,deck2635:1,deck2635:1,1,
2636,T4C1SDdragon,T4C3SIdragon,deck2636:1,deck2636:1,1,
2637,T4C1SDdragon,T4C3WFdragon,deck2637:1,deck2637:1,1,
2638,T4C1SDdragon,T4C3HDdragon,deck2638:1,deck2638:1,1,
2639,T4C1SDdragon,T4C3SUdragon,deck2639:1,deck2639:1,1,
2640,T4C1SDdragon,T4C3WEdragon,deck2640:1,deck2640:1,1,
2641,T4C1SDdragon,T5C1WUdragon,deck2641:1,deck2641:1,1,
2642,T4C1SDdragon,T5C1HEdragon,deck2642:1,deck2642:1,1,
2643,T4C1SDdragon,T5C1WDdragon,deck2643:1,deck2643:1,1,
2644,T4C1SDdragon,T5C1SFdragon,deck2644:1,deck2644:1,1,
2645,T4C1SDdragon,T5C1HIdragon,deck2645:1,deck2645:1,1,
2646,T4C1SDdragon,T5C2SEdragon,deck2646:1,deck2646:1,1,
2647,T4C1SDdragon,T5C2HDdragon,deck2647:1,deck2647:1,1,
2648,T4C1SDdragon,T5C2WIdragon,deck2648:1,deck2648:1,1,
2649,T4C1SDdragon,T5C2SUdragon,deck2649:1,deck2649:1,1,
2650,T4C1SDdragon,T5C3HFdragon,deck2650:1,deck2650:1,1,
2651,T4C1SDdragon,T5C3WFdragon,deck2651:1,deck2651:1,1,
2652,T4C1SDdragon,T5C3HUdragon,deck2652:1,deck2652:1,1,
2653,T4C1SDdragon,T5C3WEdragon,deck2653:1,deck2653:1,1,
2654,T4C1SDdragon,T5C3SIdragon,deck2654:1,deck2654:1,1,
2655,T4C1SDdragon,T6C1SIdragon,deck2655:1,deck2655:1,1,
2656,T4C1SDdragon,T6C1WFdragon,deck2656:1,deck2656:1,1,
2657,T4C1SDdragon,T6C1HEdragon,deck2657:1,deck2657:1,1,
2658,T4C1SDdragon,T6C1WDdragon,deck2658:1,deck2658:1,1,
2659,T4C1SDdragon,T6C1WIdragon,deck2659:1,deck2659:1,1,
2660,T4C1SDdragon,T6C1SFdragon,deck2660:1,deck2660:1,1,
2661,T4C1SDdragon,T6C2HUdragon,deck2661:1,deck2661:1,1,
2662,T4C1SDdragon,T6C3HIdragon,deck2662:1,deck2662:1,1,
2663,T4C1SDdragon,T6C3HUdragon,deck2663:1,deck2663:1,1,
2664,T4C1SDdragon,T6C3WFdragon,deck2664:1,deck2664:1,1,
2665,T4C1SDdragon,T6C3SDdragon,deck2665:1,deck2665:1,1,
2666,T4C1SDdragon,T6C3SEdragon,deck2666:1,deck2666:1,1,
2667,T4C1SDdragon,T7C1WDdragon,deck2667:1,deck2667:1,1,
2668,T4C1SDdragon,T7C1SIdragon,deck2668:1,deck2668:1,1,
2669,T4C1SDdragon,T7C1HFdragon,deck2669:1,deck2669:1,1,
